person_key,surname,given_variants,n_ties,n_name_variants,name_variants
ruiz-sinen-v,Ruiz-Sinen,V.,1,1,V. Ruiz-Sinen
industries-connexes-en-france,industries connexes en France,,1,1,industries connexes en France
deschenes-j,Deschenes,J.-B.,1,1,J.-B. Deschenes
janet-a,Janet,A.,1,1,A. Janet
ledontot-c,Ledontot,Ch.,1,1,Ch. Ledontot
delaporte-l,Delaporte,L.,1,1,L. Delaporte
reynaud,Reynaud,,1,1,Reynaud
marsillon,Marsillon,,1,1,Marsillon
finaly,Finaly,,1,1,Finaly
gorgeux-p,Gorgeux,P.,1,1,P. Gorgeux
reynaud-l,Reynaud,L.,1,1,L. Reynaud
allain-launay-a,Allain-Launay,A.,1,1,A. Allain-Launay
allain-launay,Allain-Launay,,1,1,Allain-Launay
beamish-g,Beamish,G.,1,1,G. Beamish
mancini,Mancini,,1,1,Mancini
balzac-saint-honore-i,Balzac- Saint-Honoré,Immobilière,1,1,Immobilière Balzac- Saint-Honoré
houillere-de-la-chazotte,Houillère de la Chazotte,,1,1,Houillère de la Chazotte
chemins-de-fer-du-maroc,Chemins de fer du Maroc,,1,1,Chemins de fer du Maroc
hoteliere,Hôtelière,,1,1,Hôtelière
touristique-du-reseau-du-p-l-m,touristique du réseau du P.-L.-M,,1,1,touristique du réseau du P.-L.-M
maritime-de-suez-c,maritime de Suez,Canal,1,1,Canal maritime de Suez
sud-electrique,Sud-Électrique,,1,1,Sud-Électrique
houston-t,Houston,Thomson-,1,1,Thomson- Houston
chimiques-p,chimiques,Produits,1,1,Produits chimiques
fages-de-la-tour,Fages de la Tour,,1,1,Fages de la Tour
ancion-van-put-a,Ancion Van Put,Alfred,1,1,Alfred Ancion Van Put
de-lavergne-a,de Lavergne,Alexandre,1,1,Alexandre de Lavergne
independamment-de-celui-de-marseille,indépendamment de celui de Marseille,,1,1,indépendamment de celui de Marseille
saint-quentin,Saint-Quentin,,1,1,Saint-Quentin
giraudias,Giraudias,,1,1,Giraudias
raimbault-j,Raimbault,Jacques,1,1,Jacques Raimbault
et-marcel-bernaud,et Marcel Bernaud,,1,1,et Marcel Bernaud
bernaud-m,Bernaud,Marcel-François-Joseph,1,1,Marcel-François-Joseph Bernaud
h-sneath-w,H. Sneath,William,1,1,William H. Sneath
road-c,Road,Colvin,1,1,Colvin Road
scarsdale,Scarsdale,,1,1,Scarsdale
et-eugene-edouard-eckard,et Eugène- Édouard Eckard,,1,1,et Eugène- Édouard Eckard
samanos-j,Samanos,Jean,1,1,Jean Samanos
charet-de-la-fremoire-a,Charet de la Frémoire,Armand,1,1,Armand Charet de la Frémoire
biguet-e,Biguet,Eugène,1,1,Eugène Biguet
manigne,Manigne,,1,1,Manigne
borja-de-mozota-a,Borja de Mozota,A.,1,1,A. Borja de Mozota
chatelain-c,Châtelain,Ch.,1,1,Ch. Châtelain
lechat-boileve-a,Lechat-Boilève,A.,1,1,A. Lechat-Boilève
haig-l,Haig,Lady-,1,1,Lady- Haig
of-llanwern-r,of Llanwern,Rhondda,1,1,Rhondda of Llanwern
humarau,Humarau,,1,1,Humarau
draper,Draper,,1,1,Draper
rolland,Rolland,,1,1,Rolland
limange,Limange,,1,1,Limange
et-ferry,et Ferry,,1,1,et Ferry
imp-mostacci-b,Imp. Mostacci,Bernanose,1,1,Bernanose Imp. Mostacci
ott-j,Ott,J.-G.,1,1,J.-G. Ott
masurier-j,Masurier,J.,1,1,J. Masurier
kann,Kann,,1,1,Kann
hurissel-c,Hurissel,Ch.,1,1,Ch. Hurissel
romberg-nisard,Romberg-Nisard,,1,1,Romberg-Nisard
garay-f,Garay,Ferdinand,1,1,Ferdinand Garay
et-georges-montefiore,et Georges Montefiore,,1,1,et Georges Montefiore
binoche-a,Binoche,Adolphe,1,1,Adolphe Binoche
brally-j,Brally,Jean,1,1,Jean Brally
assiste-de-mm-fleury,assisté de MM. Fleury,,1,1,assisté de MM. Fleury
dalloz,Dalloz,,1,1,Dalloz
et-emile-dupont,et Émile Dupont,,1,1,et Émile Dupont
d-albe-h,d'Albe,Hôtel,1,1,Hôtel d'Albe
le-roux-e,Le Roux,Édouard,1,1,Édouard Le Roux
ex-ambassadeur-de-france,ex-ambassadeur de France,,1,1,ex-ambassadeur de France
demandolx-h,Demandolx,Henri,1,1,Henri Demandolx
francis-cyprien-fabre-m,Francis Cyprien-Fabre,Marseille,1,1,Marseille Francis Cyprien-Fabre
balleygnier-h,Balleygnier,Henri,1,1,Henri Balleygnier
pierra-e,Pierra,Émile,1,1,Émile Pierra
et-fernand-robbe,et Fernand Robbe,,1,1,et Fernand Robbe
balleyguier,Balleyguier,,1,1,Balleyguier
pierra,Pierra,,1,1,Pierra
bancs-de-poissonsrecherche-des-epaves,bancs de poissons.Recherche des épaves,,1,1,bancs de poissons.Recherche des épaves
saigon-transport-aerien-de-passagers,Saïgon*. Transport aérien de passagers,,1,1,Saïgon*. Transport aérien de passagers
dampierre,Dampierre,,1,1,Dampierre
donon,Donon,,1,1,Donon
gervais,Gervais,,1,1,Gervais
laroche-joubert,Laroche-Joubert,,1,1,Laroche-Joubert
vitoux,Vitoux,,1,1,Vitoux
donon-m,Donon,Marcel,1,1,Marcel Donon
samuel-g,Samuel,Georges,1,1,Georges Samuel
vitoux-l,Vitoux,Léon,1,1,Léon Vitoux
samuel-e,Samuel,Étienne,1,1,Étienne Samuel
et-georges-guerin,et Georges Guérin,,1,1,et Georges Guérin
fraenckel-l,Fraenckel,L.,1,1,L. Fraenckel
johansson-h,Johansson,H.,1,1,H. Johansson
wassermann,Wassermann,,1,1,Wassermann
maroni-f,Maroni,F.,1,1,F. Maroni
tourneux-h,Tourneux,H.,1,1,H. Tourneux
blazy-p,Blazy,Pierre-Félix,1,1,Pierre-Félix Blazy
chapelle-g,Chapelle,Georges-Maurice,1,1,Georges-Maurice Chapelle
commerciale-de-naphte-de-saint-petersbourg,commerciale de naphte de Saint-Pétersbourg,,1,1,commerciale de naphte de Saint-Pétersbourg
mallon,Mallon,,1,1,Mallon
hamon,Hamon,,1,1,Hamon
substituant-me-mahot-de-la-querantonnais,substituant Me Mahot de la Quérantonnais,,1,1,substituant Me Mahot de la Quérantonnais
thierry-delanoue-e,Thierry Delanoue,E.,1,1,E. Thierry Delanoue
barazer-de-lannurien-f,Barazer de Lannurien,François,1,1,François Barazer de Lannurien
commune-denotre-dame-du-guiido,commune de.Notre-Dame-du-GuiIdo,,1,1,commune de.Notre-Dame-du-GuiIdo
de-gontaut-biron-r,de Gontaut-Biron,Roger,1,1,Roger de Gontaut-Biron
de-largentaye-g,de Largentaye,Gaston,1,1,Gaston de Largentaye
de-croze-l,de Crozé,Louis,1,1,Louis de Crozé
despres-f,Desprès,Fernand,1,1,Fernand Desprès
brouste-r,Brouste,René,1,1,René Brouste
velin,Vélin,,1,1,Vélin
clatre,Clatré,,1,1,Clatré
lamasse,Lamasse,,1,1,Lamasse
thouzellier,Thouzellier,,1,1,Thouzellier
moulun-b,Moulun,B. G.,1,1,B. G. Moulun
ducap-j,Ducap,J.-M.-A.,1,1,J.-M.-A. Ducap
sarrut-p,Sarrut,P.,1,1,P. Sarrut
amilhau-a,Amilhau,A.,1,1,A. Amilhau
distribution-d-energie-electrique-miniere,distribution d'énergie électrique.. MINIÈRE,,1,1,distribution d'énergie électrique.. MINIÈRE
electrique-des-landes,ÉLECTRIQUE des LANDES,,1,1,ÉLECTRIQUE des LANDES
henri-de-vienne,… Henri de Vienne,,1,1,… Henri de Vienne
clarte,Clarté,,1,1,Clarté
lamasse-j,Lamasse,J.,1,1,J. Lamasse
checcacci,Checcacci,,1,1,Checcacci
industries,Industries,,1,1,Industries
represente-par-m-bourgeois,représenté par M. Bourgeois,,1,1,représenté par M. Bourgeois
commune-de-morbecque,commune de Morbecque,,1,1,commune de Morbecque
canton-sud-d-hazebrouck,canton sud d'Hazebrouck,,1,1,canton sud d'Hazebrouck
j-lesser-h,J. Lesser,Harry,1,1,Harry J. Lesser
broadway-city,broadway City,,1,1,broadway City
representee-par-m-andre-risler,représentée par M. André Risler,,1,1,représentée par M. André Risler
et-m-felix-ziegel,et M. Félix Ziegel,,1,1,et M. Félix Ziegel
eschasseriaux,Eschasseriaux,,1,1,Eschasseriaux
filiale-de-l-air-liquide,filiale de l'Air liquide,,1,1,filiale de l'Air liquide
burgess-t,Burgess,T.C.J.,1,1,T.C.J. Burgess
holmes-h,Holmes,H.-A.,1,1,H.-A. Holmes
sawdy-a,Sawdy,A.,1,1,A. Sawdy
et-de-klapka-georges,et de Klapka Georges,,1,1,et de Klapka Georges
folco,Folco,,1,1,Folco
rossolin-h,Rossolin,H.,1,1,H. Rossolin
wulfan-puget,Wulfan-Puget,,1,1,Wulfan-Puget
pianello,Pianello,,1,1,Pianello
ed-wulfran,Ed. Wulfran,,1,1,Ed. Wulfran
puget,Puget,,1,1,Puget
bonnaud-j,Bonnaud,J.-B.,1,1,J.-B. Bonnaud
luca-mimbelli-l,Luca Mimbelli,L.,1,1,L. Luca Mimbelli
pianello-s,Pianello,S.,1,1,S. Pianello
racine-a,Racine,A.,1,1,A. Racine
angst-p,Angst,P.,1,1,P. Angst
puget-e,Puget,E. W.,1,1,E. W. Puget
j-b-bonnaud,J-B. Bonnaud,,1,1,J-B. Bonnaud
guillot-de-juilly-m,Guillot de Juilly,Maurice,1,1,Maurice Guillot de Juilly
theodore-p-rodocanachi,Théodore-P. Rodocanachi,,1,1,Théodore-P. Rodocanachi
juilly,Juilly,,1,1,Juilly
puis-comme-representant-du-banquier-edouard-raphae,[puis comme représentant du banquier Édouard-Raphaël Worms,,1,1,[puis comme représentant du banquier Édouard-Raphaël Worms
fremaux-r,Fremaux,René,1,1,René Fremaux
chapelet-f,Chapelet,Frédéric,1,1,Frédéric Chapelet
gillot-c,Gillot,Charles,1,1,Charles Gillot
poissonnier-p,Poissonnier,Paul,1,1,Paul Poissonnier
mulhaupt-w,Mulhaupt,Wladimir,1,1,Wladimir Mulhaupt
perrey,Perrey,,1,1,Perrey
carde-gustave-v,Carde Gustave,Veuve,1,1,Veuve Carde Gustave
braive-j,Braive,Jean,1,1,Jean Braive
ravel-l,Ravel,Lucien,1,1,Lucien Ravel
fremeaux-r,Fremeaux,René,1,1,René Fremeaux
wladimir-w,Wladimir,Weinstock,1,1,Weinstock Wladimir
soit-par-rachats-en-bourse-au-dessous-du,soit par rachats en Bourse au-dessous du,,1,1,soit par rachats en Bourse au-dessous du
chaplet-f,Chaplet,Frédéric,1,1,Frédéric Chaplet
gillot-r,Gillot,Robert,1,1,Robert Gillot
brabant-g,Brabant,Georges,1,1,Georges Brabant
mussat-e,Mussat,Ernest,1,1,Ernest Mussat
ateliers-de-la-rhonelle,Ateliers de la Rhonelle,,1,1,Ateliers de la Rhonelle
ateliers-des-docks,Ateliers des Docks,,1,1,Ateliers des Docks
ateliers-de-la-passerelle,ateliers de la Passerelle,,1,1,ateliers de la Passerelle
ateliers-de-st-pierre-des-corps,Ateliers de St-Pierre-des-Corps,,1,1,Ateliers de St-Pierre-des-Corps
tetrel-j,Tétrel,J.,1,1,J. Tétrel
aengeneyndt,Aengeneyndt,,1,1,Aengeneyndt
de-keratry-e,de Kératry,Émile,1,1,Émile de Kératry
soller-c,Soller,Charles,1,1,Charles Soller
van-keerberghen-l,Van Keerberghen,Léon,1,1,Léon Van Keerberghen
philips-f,Philips,Félix,1,1,Félix Philips
hermans-a,Hermans,Alphonse,1,1,Alphonse Hermans
perena-a,Perena,Augustin,1,1,Augustin Perena
schuiten-a,Schuiten,Armand,1,1,Armand Schuiten
de-clerk-j,De Clerk,Julien,1,1,Julien De Clerk
kronheimer,Kronheimer,,1,1,Kronheimer
burnier,Burnier,,1,1,Burnier
kone,Kone,,1,1,Kone
audiette,Audiette,,1,1,Audiette
sauvage,Sauvage,,1,1,Sauvage
doy-a,Doy,Auguste,1,1,Auguste Doy
fierens-l,Fierens,Laurent,1,1,Laurent Fierens
garlinck-f,Garlinck,Félix,1,1,Félix Garlinck
ducrot-s,Ducrot,Stanislas,1,1,Stanislas Ducrot
leuba-r,Leuba,René,1,1,René Leuba
figuera-y-silvela-l,Figuera y Silvela,Louis,1,1,Louis Figuera y Silvela
le-roy-g,Le Roy,G.,1,1,G. Le Roy
ana-s,Ana,Santa,1,1,Santa Ana
triunfo,Triunfo,,1,1,Triunfo
sont-en-voie-d-epuisement-i,sont en voie d'épuisement,Impensada,1,1,Impensada sont en voie d'épuisement
robert-anthony-kroller,Robert-Anthony Kroller,,1,1,Robert-Anthony Kroller
copes-van-cattenburg-l,Copes Van Cattenburg,Laan,1,1,Laan Copes Van Cattenburg
et-salomon-van-deventer,et Salomon Van Deventer,,1,1,et Salomon Van Deventer
voorhiout-l,Voorhiout,Lange,1,1,Lange Voorhiout
talon-p,Talon,Pierre,1,1,Pierre Talon
biagi,Biagi,,1,1,Biagi
du-four-f,du Four,François,1,1,François du Four
turnhout,Turnhout,,1,1,Turnhout
malengreau-f,Malengreau,Fernand,1,1,Fernand Malengreau
louvain,Louvain,,1,1,Louvain
boty-p,Boty,Pierre,1,1,Pierre Boty
mottin-g,Mottin,Georges,1,1,Georges Mottin
dochen-j,Dochen,Jean,1,1,Jean Dochen
avernas,Avernas,,1,1,Avernas
chamerot,CHAMÉROT,,1,1,CHAMÉROT
dillais-v,Dillais,Victor,1,1,Victor Dillais
vjsinet-g,Vjsinet,G.,1,1,G. Vjsinet
secretaire-janson-de-couet,secrétaire · Janson de Couët,,1,1,secrétaire · Janson de Couët
de-couet-j,DE COUËT,J.,1,1,J. DE COUËT
de-savignac-h,de Savignac,Henri,1,1,Henri de Savignac
desrousseaux-a,Desrousseaux,Ange,1,1,Ange Desrousseaux
et-auguste-perouse,et Auguste Pérouse,,1,1,et Auguste Pérouse
saint-nicolas,Saint-Nicolas,,1,1,Saint-Nicolas
saint-brieuc,Saint-Brieuc,,1,1,Saint-Brieuc
saint-malo,Saint-Malo,,1,1,Saint-Malo
saint-servan,Saint-Servan,,1,1,Saint-Servan
boulacq,Boulacq,,1,1,Boulacq
constantin-a,Constantin,Alex,1,1,Alex Constantin
toussaint-a,Toussaint,Alfred,1,1,Alfred Toussaint
michaud-j,Michaud,Jacques,1,1,Jacques Michaud
lebon-b,Lebon,Bernard,1,1,Bernard Lebon
et-louis-grasset,et Louis Grasset,,1,1,et Louis Grasset
bouquet-e,Bouquet,E.,1,1,E. Bouquet
evaux-e,Evaux,E.,1,1,E. Evaux
forthoffer-e,Forthoffer,E.,1,1,E. Forthoffer
th-botiaux,Th. Botiaux,,1,1,Th. Botiaux
poitevin-g,Poitevin,G.,1,1,G. Poitevin
fabret-de-tuyte-g,Fabret de Tuyte,G.,1,1,G. Fabret de Tuyte
lefebvre-h,Lefebvre,Hector,1,1,Hector Lefebvre
devilder,Devilder,,1,1,Devilder
prouvost-fauchille-e,Prouvost-Fauchille,Édouard,1,1,Édouard Prouvost-Fauchille
et-m-pierre-flipo,et M. Pierre Flipo,,1,1,et M. Pierre Flipo
dumeix-p,Dumeix,P.,1,1,P. Dumeix
p-d,P.-D,,1,1,P.-D
anquetil-a-rouen-p,Anquetil2 à Rouen,Paul,1,1,Paul Anquetil2 à Rouen
marin-maurice-voisin,Marin-Maurice Voisin,,1,1,Marin-Maurice Voisin
lebosse-h,Lebossé,Henri,1,1,Henri Lebossé
brueder,Brueder,,1,1,Brueder
dreyer-pere-j,Dreyer père,Joseph,1,1,Joseph Dreyer père
ayulo-a,Ayulo,A.-L.,1,1,A.-L. Ayulo
davies-j,Davies,J.-L.,1,1,J.-L. Davies
delaunde-l,Delaunde,L.,1,1,L. Delaunde
grellaud-h,Grellaud,H.-J.-B.,1,1,H.-J.-B. Grellaud
piaggio-f,Piaggio,F.-G.,1,1,F.-G. Piaggio
poinsotte-p,Poinsotte,P.,1,1,P. Poinsotte
powell-a,Powell,A.,1,1,A. Powell
payan-m,Payan,M.-J.,1,1,M.-J. Payan
ras-walda-giorgis-s,Ras Walda Giorgis,S. A.,1,1,S. A. Ras Walda Giorgis
ambron-a,Ambron,A.,1,1,A. Ambron
boghos-pacha-nubar-s,Boghos Pacha Nubar,S. E.,1,1,S. E. Boghos Pacha Nubar
jeramec-e,Jéramec,E.,1,1,E. Jéramec
jac-f,Jac,Félix,1,1,Félix Jac
stetten,Stetten,,1,1,Stetten
adj-etablissement-thermal-de-bagnoles-de-l-orne-g-,adj. Établissement thermal de Bagnoles-de-l'Orne G. Hartog,,1,1,adj. Établissement thermal de Bagnoles-de-l'Orne G. Hartog
erhard-j,Erhard,J.,1,1,J. Erhard
allard-du-chollet,Allard du Chollet,,1,1,Allard du Chollet
guerin-e,Guérin,E.,1,1,E. Guérin
hartog-a,Hartog,A.,1,1,A. Hartog
provost-r,Provost,René,1,1,René Provost
laporte-h,Laporte,H.,1,1,H. Laporte
alleman-a,Alleman,A.,1,1,A. Alleman
lumiere-achille-adam,lumière Achille Adam,,1,1,lumière Achille Adam
montaubin-h,Montaubin,Henri,1,1,Henri Montaubin
bazin-r,Bazin,René,1,1,René Bazin
brizon-e,Brizon,Eugène,1,1,Eugène Brizon
jalliffier-g,Jalliffier,Gustave,1,1,Gustave Jalliffier
merveilleux-du-vignaux-p,Merveilleux du Vignaux,P.,1,1,P. Merveilleux du Vignaux
revol-f,Revol,Francis,1,1,Francis Revol
singer-a,Singer,Armand,1,1,Armand Singer
marchal-p,Marchal,Pierre,1,1,Pierre Marchal
gonon-j,Gonon,Jean,1,1,Jean Gonon
du-rivau-l,du Rivau,Louis,1,1,Louis du Rivau
richir-a,Richir,Antony,1,1,Antony Richir
mertz-f,Mertz,Fréjus,1,1,Fréjus Mertz
robbin-l,Robbin,L.,1,1,L. Robbin
lepine-c,Lépine,Ch.,1,1,Ch. Lépine
loucheur,Loucheur,,1,1,Loucheur
bethous,Bethous,,1,1,Bethous
jean-a,Jean,A.,1,1,A. Jean
jung-c,Jung,Ch.,1,1,Ch. Jung
galles-l,Gallès,Léon,1,1,Léon Gallès
flameng-a,Flameng,A.,1,1,A. Flameng
krebs-a,Krebs,A.,1,1,A. Krebs
goby,Goby,,1,1,Goby
l-electricite-henri-buhot,l'électricité Henri Buhot,,1,1,l'électricité Henri Buhot
loucheur-l,Loucheur,Louis,1,1,Louis Loucheur
alby-a,Alby,Amédée,1,1,Amédée Alby
ryndzunsky-m,Ryndzunsky,Maximilien,1,1,Maximilien Ryndzunsky
schnbrunn,Schœnbrunn,,1,1,Schœnbrunn
tissot-e,Tissot,Édouard,1,1,Édouard Tissot
verstraeten-t,Verstraeten,Théodore,1,1,Théodore Verstraeten
pourcel-a,Pourcel,A.,1,1,A. Pourcel
forges-de-couzon-gen-sebert,Forges de Couzon) Gén. Sebert,,1,1,Forges de Couzon) Gén. Sebert
arbel-p,Arbel,Pierre,1,1,Pierre Arbel
ant-arbel,Ant. Arbel,,1,1,Ant. Arbel
burton-f,Burton,F.,1,1,F. Burton
vte-raymond-d-autroche,vte Raymond d'Autroche,,1,1,vte Raymond d'Autroche
continsouza-v,Continsouza,Victor,1,1,Victor Continsouza
ballot-a,Ballot,Albert,1,1,Albert Ballot
ballot-e,Ballot,Ernest-Maurice,1,1,Ernest-Maurice Ballot
hurtel-l,Hurtel,L.,1,1,L. Hurtel
vacher-g,Vacher,G.,1,1,G. Vacher
claudel-j,Claudel,Jules,1,1,Jules Claudel
labadens-a,Labadens,Albert,1,1,Albert Labadens
krner-a,Kœrner,A.,1,1,A. Kœrner
emile-brissonneau-l,Émile Brissonneau,Lotz,1,1,Lotz Émile Brissonneau
edm-thomine,Edm. Thomine,,1,1,Edm. Thomine
bader-j,Bader,Joseph,1,1,Joseph Bader
moreno-a,Moreno,A.,1,1,A. Moreno
villa-a,Villa,A.,1,1,A. Villa
bezancon-f,Bezançon,F.,1,1,F. Bezançon
phosphates-tunisiens-leon-mougeot,? Phosphates tunisiens Léon Mougeot,,1,1,? Phosphates tunisiens Léon Mougeot
tabouis,Tabouis,,1,1,Tabouis
redevances-minieres-m,Redevances minières,Montagne,1,1,Montagne Redevances minières
plee-l,Plée,Léon,1,1,Léon Plée
ed-astruc,Ed. Astruc,,1,1,Ed. Astruc
dreyfus-j,Dreyfus,Jules,1,1,Jules Dreyfus
mai-e,Mai,E.,1,1,E. Mai
d-anglure-n,d'Anglure,Noblet,1,1,Noblet d'Anglure
cafe-dolok-baros,café Dolok Baros,,1,1,café Dolok Baros
sa-s,S.A,Sumatra,1,1,Sumatra S.A
berne,Berne,,1,1,Berne
mattenhofstrasse,Mattenhofstrasse,,1,1,Mattenhofstrasse
lyee-de-belleau-a,Lyée de Belleau,André,1,1,André Lyée de Belleau
jacob-de-groot,Jacob de Groot,,1,1,Jacob de Groot
van-kooten,van Kooten,,1,1,van Kooten
leconte-f,Leconte,F.,1,1,F. Leconte
pechine-l,Péchiné,L.,1,1,L. Péchiné
averlant-j,Averlant,Jules,1,1,Jules Averlant
bellart-e,Bellart,Eugène,1,1,Eugène Bellart
jarnieux,Jarnieux,,1,1,Jarnieux
cedile-c,Cédilé,Charles,1,1,Charles Cédilé
olibet,Olibet,,1,1,Olibet
lucas,Lucas,,1,1,Lucas
langlez,Langlez,,1,1,Langlez
prudhon-j,Prudhon,Jules,1,1,Jules Prudhon
namur,Namur,,1,1,Namur
boehm-j,Boehm,Jules,1,1,Jules Boehm
fils-b,fils,Boelm,1,1,Boelm fils
gondy-a,Gondy,A.,1,1,A. Gondy
eutaxis-j,Eutaxis,J.,1,1,J. Eutaxis
bowron-e,Bowron,E.,1,1,E. Bowron
georgiades-d,Georgiades,D.,1,1,D. Georgiades
erlanger-e,Erlanger,E.,1,1,E. Erlanger
heliopulo-d,Héliopulo,D.,1,1,D. Héliopulo
cresteniti-g,Cresteniti,G.,1,1,G. Cresteniti
orphanidi-g,Orphanidi,G.,1,1,G. Orphanidi
solon-j,Solon,J.,1,1,J. Solon
franghiadi-s,Franghiadi,S.,1,1,S. Franghiadi
allignol,Allignol,,1,1,Allignol
durieux,Durieux,,1,1,Durieux
desigaux-j,Désigaux,J.,1,1,J. Désigaux
roumanescu-n,Roumanescu,N.-P.,1,1,N.-P. Roumanescu
mielvacque,Mielvacque,,1,1,Mielvacque
alexandrovitch-bogouchevsky-b,Alexandrovitch Bogouchevsky,Boris,1,1,Boris Alexandrovitch Bogouchevsky
wakefield-moore-l,Wakefield Moore,Leslie,1,1,Leslie Wakefield Moore
christophorovitch-schlegel-b,Christophorovitch Schlegel,Boris,1,1,Boris Christophorovitch Schlegel
vysocki-h,Vysocki,Henri Stanislas,1,1,Henri Stanislas Vysocki
frederick-h,Frederick,Henri,1,1,Henri Frederick
et-roger-ribiere,et Roger Ribière,,1,1,et Roger Ribière
du-moulin-de-laharthete-h,du Moulin de Laharthète,Henry,1,1,Henry du Moulin de Laharthète
flury-x,Flury,Xavier,1,1,Xavier Flury
parturier-r,Parturier,Robert,1,1,Robert Parturier
blanc-r,Blanc,Roger,1,1,Roger Blanc
pinard-a,Pinard,Alphonse,1,1,Alphonse Pinard
bischoffsheim,BISCHOFFSHEIM,,1,1,BISCHOFFSHEIM
de-bouille,de BOUILLÉ,,1,1,de BOUILLÉ
delegue-de-la-guadeloupe,délégué de la Guadeloupe,,1,1,délégué de la Guadeloupe
cottin,COTTIN,,1,1,COTTIN
imhaus,IMHAUS,,1,1,IMHAUS
delegue-de-la-reunion,délégué de la Réunion,,1,1,délégué de la Réunion
de-lareinty,DE LAREINTY,,1,1,DE LAREINTY
delegue-de-la-martinique,délégué de la Martinique,,1,1,délégué de la Martinique
malavois,MALAVOIS,,1,1,MALAVOIS
robin-c,Robin,Ch.,1,1,Ch. Robin
hachette-m,Hachette,Maurice,1,1,Maurice Hachette
h-berte,h. Berté,,1,1,h. Berté
imhaus-g,Imhaus,Gustave,1,1,Gustave Imhaus
vuigner-a,Vuigner,Adrien,1,1,Adrien Vuigner
audet,Audet,,1,1,Audet
fraignac-a,Fraignac,Albert,1,1,Albert Fraignac
cony,Cony,,1,1,Cony
et-mutignon,et Mutignon,,1,1,et Mutignon
chauchat,Chauchat,,1,1,Chauchat
chemins-de-fer-de-l-indochine,Chemins de fer de l'Indochine,,1,1,Chemins de fer de l'Indochine
d-orient-l,d'Orient,Lignes,1,1,Lignes d'Orient
transbordement-du-port-de-strasbourg,Transbordement du port de Strasbourg,,1,1,Transbordement du port de Strasbourg
hydro-electrique-du-drac-romanche,Hydro-Électrique du Drac-Romanche,,1,1,Hydro-Électrique du Drac-Romanche
des-sucreries-coloniales,2/2 des Sucreries coloniales,,1,1,2/2 des Sucreries coloniales
levita-g,Levita,Gustave,1,1,Gustave Levita
de-laguiche-b,de Laguiche,Bernard,1,1,Bernard de Laguiche
fauchier-magnant-j,Fauchier-Magnant,Jacques,1,1,Jacques Fauchier-Magnant
terray-j,Terray,Jean,1,1,Jean Terray
gerard-de-l-epine,Gérard de l'Épine,,1,1,Gérard de l'Épine
fourmon-j,Fourmon,J.,1,1,J. Fourmon
d-angleys-p,d'Angleys,Paul,1,1,Paul d'Angleys
marret-h,Marret,Henry,1,1,Henry Marret
et-comte-rodolphe-de-maistre,et comte Rodolphe de Maistre,,1,1,et comte Rodolphe de Maistre
d-angleys,d'Angleys,,1,1,d'Angleys
chamerot-g,Chamerot,Georges,1,1,Georges Chamerot
deguy-a,Deguy,Alfred,1,1,Alfred Deguy
norberg-c,Norberg,Charles,1,1,Charles Norberg
van-gember,Van Gember,,1,1,Van Gember
von-krouzet,Von Krouzet,,1,1,Von Krouzet
litwin,Litwin,,1,1,Litwin
terskoff,Terskoff,,1,1,Terskoff
mac-nab-w,Mac Nab,W.,1,1,W. Mac Nab
pye-h,Pye,H.,1,1,H. Pye
foucault-e,Foucault,E.,1,1,E. Foucault
lecoq-v,Lecoq,V.,1,1,V. Lecoq
peyredieu-du-charlat-c,Peyredieu du Charlat,Ch.,1,1,Ch. Peyredieu du Charlat
amouroux,Amouroux,,1,1,Amouroux
bieuvaux,Bieuvaux,,1,1,Bieuvaux
delcourt-haiilot,Delcourt-HaiIlot,,1,1,Delcourt-HaiIlot
messier,Messier,,1,1,Messier
et-de-mm-j-danon,et de MM. J. Danon,,1,1,et de MM. J. Danon
saint-olive-f,Saint-Olive,F.,1,1,F. Saint-Olive
italiens-par-le-simplon,italiens par le Simplon,,1,1,italiens par le Simplon
e-m-prevost,E.- M. Prévost,,1,1,E.- M. Prévost
plainemaison,Plainemaison,,1,1,Plainemaison
bellanger,Bellanger,,1,1,Bellanger
visinet,Visinet,,1,1,Visinet
plainemaison-j,Plainemaison,J.,1,1,J. Plainemaison
lautier-j,Lautier,J.,1,1,J. Lautier
bollack-r,Bollack,Roger,1,1,Roger Bollack
delvaille-r,Delvaille,Raoul,1,1,Raoul Delvaille
et-charles-schmitt,et Charles Schmitt,,1,1,et Charles Schmitt
boas-a,Boas,André,1,1,André Boas
bayard-a,Bayard,Adolphe Clement,1,1,Adolphe Clement Bayard
luchard-p,Luchard,Paul,1,1,Paul Luchard
salomon-van-dyck,Salomon Van Dyck,,1,1,Salomon Van Dyck
boas,Boas,,1,1,Boas
williams-g,Williams,G.,1,1,G. Williams
luchard,Luchard,,1,1,Luchard
van-dyck,Van Dyck,,1,1,Van Dyck
central,Central,,1,1,Central
louvre,Louvre,,1,1,Louvre
trudaine,Trudaine,,1,1,Trudaine
masurel-prouvost,Masurel-Prouvost,,1,1,Masurel-Prouvost
laurence-de-lalande,Laurence de Lalande,,1,1,Laurence de Lalande
varenne-m,Varenne,Marc,1,1,Marc Varenne
notamment-a-celle-des-obligations-communales,notamment à celle des Obligations Communales %,,1,1,notamment à celle des Obligations Communales %
actions-lille-bonnieres,actions Lille-Bonnières,,1,1,actions Lille-Bonnières
waringuez,Waringuez,,1,1,Waringuez
