company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
banquemarocaineagriculturecommerceindustrie,"Banque marocaine pour l'agriculture, le commerce et l'industrie",city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,finance,21,22,head_office_observed
banquemobiliereprivee,"Banque mobilière privée, puis Banque industrielle et mobilière privée",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,5,6,place_listed
pierrelacaille,Pierre Lacaille,unplaced,,,,,,Empire (transversal),0,construction,7,9,no country listed
banquenationalecredit,de la Banque nationale de crédit,unplaced,,,,,,Afrique occidentale française,8,trade,44,45,filed under 8 countries
banqueoceanindien,Banque de l'océan Indien,unplaced,,,,,,Indochine,4,finance,16,20,filed under 4 countries
creditnantais,Crédit nantais,unplaced,,,,,,Madagascar,2,finance,36,41,filed under 2 countries
prevoyanceouest,Prévoyance de l'Ouest,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,finance,16,20,single filing country
vapeurscharbonniers,Compagnie des vapeurs charbonniers,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,finance,16,20,single filing country
hachette,Hachette,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,20,no country listed
latoniapanama,Latonia (Panama),unplaced,,,,,,Empire (transversal),0,not_a_sector,32,34,no country listed
omniumpetrolesreseauozo,Omnium français des pétroles (réseau OZO),unplaced,,,,,,Empire (transversal),0,not_a_sector,59,62,no country listed
banqueparis,Banque de Paris,unplaced,,,,,,Afrique équatoriale française,4,utilities,16,17,filed under 4 countries
banqueparisiennemaroc,Banque parisienne pour le Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,finance,7,8,single filing country
cheminferottomansaloniquemonastir,Société du Chemin de fer ottoman Salonique-Monastir,city,Constantinople,Empire ottoman/Turquie,foreign,41.008,28.978,Empire ottoman/Turquie,2,not_a_sector,16,19,head_office_observed
mobiliereparisiennecoloniale,Compagnie Mobilière Parisienne et Coloniale,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,36,39,place_listed
banquepopulaire,Banque populaire,city,Bône,Algérie,empire,36.9,7.765,Algérie,1,finance,16,17,place_listed
banqueprivee,Banque privée,unplaced,,,,,,Afrique occidentale française,5,finance,69,73,filed under 5 countries
banquerhin,Banque du Rhin,unplaced,,,,,,Empire (transversal),0,construction,26,28,no country listed
tanneriesfrance,Tanneries de France,unplaced,,,,,,Empire (transversal),0,not_a_sector,40,42,no country listed
banquepriveecoloniale,Banque privée coloniale,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,2,3,place_listed
banquescalbert,Banque Scalbert,unplaced,,,,,,Empire (transversal),0,not_a_sector,27,30,no country listed
europe,Europe,unplaced,,,,,,Afrique occidentale française,5,not_a_sector,13,15,filed under 5 countries
protectricerisquesdivers,Protectrice-Risques divers,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,21,no country listed
constructionslevalloisperret,Société de constructions de Levallois-Perret,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,11,13,single filing country
entreprisesurbainescoloniales,Société d'entreprises urbaines et coloniales,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,14,16,single filing country
francemediterranee1920,"Société France-Méditerranée, S.A., 1920",city,Marseille,France,metropole,43.296,5.37,Syrie-Liban,1,transport,18,19,head_office_observed
grandshotelslevant,Grands Hôtels du Levant,city,Paris,France,metropole,48.857,2.352,Syrie-Liban,1,unclassified,63,65,head_office_observed
foncieretunisie,Compagnie Foncière de Tunisie,city,Tunis,Tunisie,empire,36.806,10.181,Tunisie,1,finance,32,37,head_office_observed
casablancaiseconstructionseconomiquescreditmobilier,Casablancaise de Constructions economiques et de crédit mobilier,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,real_estate,17,18,head_office_observed
docksagriculture,Docks de l'Agriculture,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,23,24,single filing country
caissepretsfonciersindustriels,Caisse générale de prêts fonciers et industriels,unplaced,,,,,,Empire (transversal),0,not_a_sector,25,27,no country listed
barrageday,Le barrage du Day,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,20,22,single filing country
guioneaudmarchandvins,"GUIONEAUD, marchand de vins",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,trade,17,19,single filing country
perroud,Perroud,city,Hanoï,Indochine,empire,21.028,105.854,Indochine,1,trade,22,23,place_listed
barytecomines,"Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,finance,56,58,single filing country
bassousvetementspfabrication,Bas et sous-vêtements (Compagnie française p. la fabrication de),unplaced,,,,,,Empire (transversal),0,not_a_sector,15,17,no country listed
bastosindochine,Bastos d’Indochine,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,food_processing,22,25,place_listed
batelagechargeurstamatave,Société de batelage des Chargeurs de Tamatave,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,2,3,single filing country
porttamatave,Port de Tamatave,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,transport,8,10,single filing country
constructionbatignolles,Société de Construction des Batignolles,unplaced,,,,,,Afrique équatoriale française,4,trade,34,36,filed under 4 countries
bauchecoffresforts,Bauche (coffres-forts)(anc. Éts Bauche et Triaud),unplaced,,,,,,Empire (transversal),0,not_a_sector,21,22,no country listed
etsjejohnson,Éts J.-E. Johnson et Compagnie,unplaced,,,,,,Empire (transversal),0,not_a_sector,11,12,no country listed
bdonantaiseboisderoulesoceanusinerochefortmer,BDO (Compagnie nantaise des Bois déroulés Océan)(usine à Rochefort-sur-Mer…),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,4,no country listed
katanga,Compagnie du Katanga,unplaced,,,,,,Empire (transversal),0,not_a_sector,22,24,no country listed
soctissagesmecaniquesisere,Soc. des TISSAGES MÉCANIQUES DE L'ISÈRE,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,not_a_sector,6,7,single filing country
bertrandfreresgrasse,Bertrand frères (Grasse),unplaced,,,,,,Empire (transversal),0,not_a_sector,2,4,no country listed
beryl,Compagnie Générale du béryl,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,3,4,single filing country
forestiereguyane,Société Forestière de la Guyane française,territory,Guyane française,Guyane française,empire,4.922,-52.326,Guyane française,1,unclassified,28,29,single filing country
bimetal,Compagnie française du bi-métal,unplaced,,,,,,Afrique équatoriale française,4,not_a_sector,35,37,filed under 4 countries
bozelmaletra,Bozel-Maletra,unplaced,,,,,,Afrique équatoriale française,4,mining,59,63,filed under 4 countries
blanchimenttextiles,Blanchiment des textiles,unplaced,,,,,,Empire (transversal),0,not_a_sector,23,24,no country listed
fourmiesfilatureslainespeigneesregion,Fourmies (Filatures de laines peignées de la région de),unplaced,,,,,,Empire (transversal),0,not_a_sector,7,8,no country listed
blanchisseriesteinturesimpressions,"Blanchisseries, teintures et impressions",unplaced,,,,,,Empire (transversal),0,not_a_sector,2,3,no country listed
gilletthaon,Gillet-Thaon,unplaced,,,,,,Empire (transversal),0,not_a_sector,6,7,no country listed
blanzyouestfusionne1968avecunionindustrielledansuibo,Blanzy-Ouest (fusionné en 1968 avec Union industrielle dans UIBO),unplaced,,,,,,Empire (transversal),0,not_a_sector,24,27,no country listed
sogefgeranceentreprises,SOGEF (Société de gérance et d’entreprises française)(ex-Mines d’Aniche),unplaced,,,,,,Empire (transversal),0,not_a_sector,7,9,no country listed
toufflin,Toufflin,unplaced,,,,,,Empire (transversal),0,not_a_sector,7,9,no country listed
travauxsouterrains,Les Travaux souterrains,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,19,20,single filing country
bncioi,BNCI-OI,unplaced,,,,,,Empire (transversal),0,not_a_sector,26,29,no country listed
bois,Le Bois,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,wood_paper,8,9,place_listed
societesdomainesdarhoussa,Sociétés des Domaines de Darhoussa,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,food_processing,12,15,single filing country
comptoirnationalescompte,Comptoir national d'escompte,unplaced,,,,,,Afrique occidentale française,8,finance,65,68,filed under 8 countries
tiebaghi,Sté anon. de la Tiébaghi,territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,mining,12,14,single filing country
boisindochine,Cie des bois d'Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,2,3,single filing country
boisindochinescieriesongphan,"Cie des Bois d'Indochine, scierie, Song-Phan",city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,wood_paper,1,2,head_office_observed
comptoirboiscoloniaux,Comptoir des bois coloniaux,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,5,9,single filing country
consortiumventeacajou,Consortium de Vente de l'Acajou,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,5,9,single filing country
consortiumventeokoume,Consortium de Vente de l'Okoumé,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,5,9,single filing country
plantationswoleuntem,Société des Plantations du Woleu N'Tem,territory,Gabon,Gabon,empire,-0.334,9.494,Gabon,1,food_processing,6,7,single filing country
bordeauxmaroc,Bordeaux-Maroc,city,Paris,France,metropole,48.857,2.352,Maroc,1,trade,11,12,head_office_observed
ifriquia,L'Ifriquia,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,7,8,single filing country
bordelaisemarocf,"Sté bordelaise du Maroc — Sté an., f",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,8,9,single filing country
bordelaiseproduitschimiques,Bordelaise de produits chimiques,unplaced,,,,,,Empire (transversal),0,not_a_sector,11,12,no country listed
docksindustriels,Docks industriels,unplaced,,,,,,Empire (transversal),0,not_a_sector,3,4,no country listed
eauxozoneruffecchatellerault,"Eaux et ozone (Ruffec, Châtellerault)",unplaced,,,,,,Empire (transversal),0,not_a_sector,9,12,no country listed
freestategeduldltd,Free state geduld ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,25,31,no country listed
brasseriemalteriealgeriennemustaphainferieur,"Société de la Brasserie-Malterie algérienne, Mustapha-Inférieur",city,Alger,Algérie,empire,36.753,3.06,Algérie,1,food_processing,17,19,head_office_observed
immobilierefoncierefranceindochine,Cie Immobilière et Foncière France-Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,49,53,single filing country
indochinoiseequipementindustriel,Compagnie Indochinoise d'équipement industriel,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,food_processing,39,42,place_listed
navigationdenisfreres,Cie de Navigation Denis frères,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,transport,36,39,single filing country
comptoirproduitsafricains,Comptoir des Produits africains,city,Conakry,Guinée Conakry,empire,9.509,-13.712,Afrique occidentale française,1,not_a_sector,26,27,head_office_observed
brasseriestaverneszimmer,Brasseries et tavernes Zimmer,unplaced,,,,,,Empire (transversal),0,not_a_sector,2,3,no country listed
brazilrailwaycy,Brazil railway Cy,unplaced,,,,,,Empire (transversal),0,not_a_sector,12,13,no country listed
portparabresilsiegeportlandusa,"Port de Para (Brésil)(siège : Portland, USA)",unplaced,,,,,,Empire (transversal),0,not_a_sector,4,5,no country listed
foncierechaouia,Société Foncière de la Chaouïa,city,Marseille,France,metropole,43.296,5.37,Maroc,1,real_estate,25,26,head_office_observed
manufacturemarocainecalorifugesliegesagglomeres,Manufacture marocaine de calorifuges et lièges agglomérés,city,Fedhala,Maroc,empire,33.686,-7.383,Maroc,1,wood_paper,29,35,place_listed
buffetnanceiennecredit,Buffet de la Société nancéienne de Crédit,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,mining,6,7,single filing country
nanceiennecreditindusdepots,Nancéienne de crédit indus. et de dépôts,unplaced,,,,,,Empire (transversal),0,not_a_sector,30,32,no country listed
buhlerfontaineneuillyseine,"Buhler-Fontaine, à Neuilly-sur-Seine",unplaced,,,,,,Empire (transversal),0,not_a_sector,24,25,no country listed
grandbazarlyon,Grand bazar de Lyon,unplaced,,,,,,Empire (transversal),0,not_a_sector,17,19,no country listed
etablemilehubert,Société anonyme des Établ. Émile d'Hubert,city,Abidjan,Côte d'Ivoire,empire,5.345,-4.024,Afrique occidentale française,1,not_a_sector,21,26,head_office_observed
burnsphilpco35crutchedfriarslondresec,"Burns, Philp and Co 35, Crutched Friars, LONDRES E.C",territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,not_a_sector,1,2,single filing country
burnsphilpcoltd,"Burns, Philp & Co Ltd",territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,not_a_sector,1,2,single filing country
oceanie,Société générale de l’Océanie française,territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,unclassified,14,15,single filing country
cafescameroun,Cafés du Cameroun,city,Douala,Cameroun,empire,4.048,9.704,Afrique équatoriale française,1,not_a_sector,22,23,head_office_observed
caisseagricoletlemcen,Caisse agricole de Tlemcen,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,6,7,single filing country
creditagricoletlemcen,Crédit agricole de Tlemcen,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,finance,2,3,single filing country
caissecentralecreditcooperatif,Caisse centrale de crédit coopératif,unplaced,,,,,,Empire (transversal),0,not_a_sector,30,31,no country listed
sudenerutilisationdeveloppementenergie,SUDENER (Utilisation et développement de l’énergie)(ex-Sud-Lumière),unplaced,,,,,,Empire (transversal),0,not_a_sector,25,28,no country listed
vicepresidententreprises,vice- président de la Société d'entreprises,unplaced,,,,,,Empire (transversal),0,mining,5,7,no country listed
francohelleniquechfer,Franco-hellénique de ch. de fer,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,21,no country listed
canadianpetrofinaltd,Canadian Petrofina ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,18,21,no country listed
caoutchoucindochine,CAOUTCHOUC de l'INDO-CHINE,city,Paris,France,metropole,48.857,2.352,Indochine,1,plantations,42,46,head_office_observed
caoutchoucindustriel,Le Caoutchouc industriel,city,Marseille,France,metropole,43.296,5.37,Empire (transversal),0,finance,79,85,place_listed
