person_id,name_clean,chambers,both_chambers,constituencies,n_constituencies,also_minister,first_year,last_year,tenure_years,n_snapshots,snapshots,key_ambiguous,in_network,n_companies,n_proxy_firms,territories,n_territories,evidence
faure-e,Émile-André Faure,Chamber of Deputies,0,Indre-et-Loire,1,0,1910,1936,26,3,1930; 1932; 1936,0,1,2,0,Nouvelle-Calédonie (Mélanésie),1,mention; roster
faure-f-francois,Félix Faure,Chamber of Deputies,0,Havre; Seine-Inférieure,2,1,1881,1895,14,0,,0,1,5,0,Algérie; Empire (transversal); Indochine; Tunisie,4,mention
favre-a,Albert Favre,Chamber of Deputies,0,Charente-Inférieure,1,0,,,,1,1924,0,1,1,0,Empire (transversal),1,roster
felix-granet,[Félix] Granet,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
fels-a,André Fels,Chamber of Deputies,0,Seine-et-Oise,1,0,1928,1932,4,2,1930; 1932,0,1,1,0,Maroc,1,roster
feray,Feray,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
feray-j,Jacques Feray,Chamber of Deputies; Senate,1,,0,0,1871,1891,20,0,,0,1,4,0,Empire ottoman/Turquie; Maroc,2,mention
fernand-laurent-j,Jean Fernand-Laurent,Chamber of Deputies,0,Seine,1,0,1932,1942,10,1,1936,0,0,0,0,,0,roster
ferri-p-paul,Pierre Ferri,Chamber of Deputies,0,Seine,1,0,1947,1947,0,1,1954,0,1,1,0,Afrique occidentale française,1,roster
fiancette-e,Eugène Fiancette,Chamber of Deputies,0,Seine,1,0,1929,1936,7,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
fils-de-joseph-thierry,Fils de Joseph Thierry,Chamber of Deputies,0,Bouches-du-Rhône,1,1,,,,0,,0,0,0,0,,0,mention
fiori,Fiori,Chamber of Deputies,0,Alger,1,0,,,,0,,1,0,0,0,,0,mention
flaissieres,Flaissières,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
flaissieres-s,S. Flaissières,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
flandin-p,Pierre-Étienne Flandin,Chamber of Deputies,0,Yonne,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
flayelle,Flayelle,Chamber of Deputies,0,,0,0,,,,1,1924,1,0,0,0,,0,mention; roster
flayelle-m,Maurice Flayelle,Chamber of Deputies,0,Vosges,1,0,1904,1926,22,4,1924; 1930; 1932; 1936,0,1,1,0,Madagascar,1,roster
fleurot-p,Paul Fleurot,Senate,0,Seine,1,0,,,,1,1936,0,1,2,0,Afrique équatoriale française,1,mention; roster
fleury-m,Marcel Fleury,Chamber of Deputies,0,Orne,1,0,,,,1,1936,0,1,3,0,Empire (transversal),1,roster
fleury-ravarin,Fleury-Ravarin,Chamber of Deputies,0,Rhône,1,0,,,,1,1924,1,0,0,0,,0,mention; roster
florent-guillain,[Florent] Guillain,Chamber of Deputies,0,Nord,1,1,1896,1910,14,0,,0,0,0,0,,0,mention
flory-c,Charles Flory,Senate,0,,0,0,,,,0,,0,1,2,0,Afrique occidentale française; Empire ottoman/Turquie,2,mention
fontanier,Fontanier,Chamber of Deputies,0,Cantal,1,1,1924,1928,4,0,,1,0,0,0,,0,mention
fontanier-h,Henry Fontanier,Chamber of Deputies,0,Cantal,1,0,,,,0,,0,0,0,0,,0,mention
forgemol-de-bostquenard-e,Edmond Forgemol de Bostquenard,Chamber of Deputies; Senate,1,,0,0,1900,1914,14,0,,0,0,0,0,,0,mention
forgeot-p,Pierre Forgeot,Chamber of Deputies,0,Marne,1,0,1914,1936,22,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
fouchier-j,Jacques Fouchier,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
fougere,Fougère,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
fougere-e,ÉTIENNE FOUGÈRE,Chamber of Deputies,0,Loire; L’Européen,2,0,1928,1932,4,2,1930; 1932,0,0,0,0,,0,mention; roster
fougere-h,Henry Fougère,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
fould-a,Achille Fould,Chamber of Deputies,0,Basses-Pyrénées; Hautes-Pyrénées,2,0,1919,1942,23,4,1924; 1930; 1932; 1936,0,1,3,0,Afrique occidentale française,1,roster
fourcade-j,Jacques Fourcade,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
fourcand-e,E. Fourcand,Senate,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
fournier-p-paul,Pierre Fournier,Chamber of Deputies,0,,0,0,,,,0,,0,1,8,0,Afrique occidentale française; Algérie; Empire (transversal); Empire ottoman/Turquie; Indochine; Madagascar,6,mention
fournier-sarloveze-r,Robert Fournier-Sarlovèze,Chamber of Deputies,0,Oise,1,0,1910,1932,22,3,1924; 1930; 1932,0,1,5,0,Afrique occidentale française; Empire (transversal); Empire ottoman/Turquie,3,roster
francois-deloncle,[François] Deloncle,Chamber of Deputies,0,Basses-Alpes,1,0,,,,0,,0,0,0,0,,0,mention
francois-gastu,[François] Gastu,Chamber of Deputies,0,Alger,1,0,,,,0,,0,1,2,0,Algérie,1,mention
francois-marsal-f,Frédéric FRANÇOIS-MARSAL,Senate,0,Cantal,1,1,,,,2,1924; 1930,0,1,11,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Empire (transversal); Maroc; Syrie-Liban,6,mention; roster
francois-poncet-a-andre,André François-Poncet,Chamber of Deputies,0,Seine,1,0,1924,1932,8,2,1930; 1932,0,1,2,0,Algérie; Empire (transversal),2,roster
franklin-bouillon-h,Henry Franklin-Bouillon,Chamber of Deputies,0,Seine-et-Oise,1,0,1910,1936,26,4,1924; 1930; 1932; 1936,0,1,2,0,Algérie; Empire (transversal),2,mention; roster
frederic-dupont,Frédéric-Dupont,Chamber of Deputies,0,P.R.L,1,0,,,,0,,1,0,0,0,,0,mention
freissineng,Freissineng,Chamber of Deputies,0,,0,0,,,,1,1924,1,0,0,0,,0,roster
fremy-l,Louis Frémy,Chamber of Deputies,0,Yonne,1,0,1849,1869,20,0,,0,1,2,0,Algérie,1,mention
fribourg-a,ANDRÉ FRIBOURG,Chamber of Deputies,0,,0,0,1919,1936,17,2,1932; 1936,0,0,0,0,,0,mention; roster
froja,Froja,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
frossard-l,Ludovic-Oscar Frossard,Chamber of Deputies,0,Martinique; Réunion,2,0,1928,1928,0,3,1930; 1932; 1936,0,1,3,0,Chine; Empire (transversal),2,roster
fruchier,Fruchier,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
fruchier-r,Raoul Fruchier,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
furaud-j,Jacques FURAUD,Chamber of Deputies,0,Charente,1,0,,,,1,1954,0,1,1,0,Afrique occidentale française,1,mention; roster
gabiat-c,C. Gabiat,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
gaborit-f,Félix Gaborit,Chamber of Deputies,0,Seine-et-Marne,1,0,,,,1,1924,0,1,1,0,Afrique équatoriale française,1,roster
gaebele,Gaebelé,Senate,0,Inde,1,0,,,,1,1924,1,0,0,0,,0,roster
galmot-j,Jean Galmot,Chamber of Deputies,0,Guyane,1,0,,,,0,,0,1,1,0,Guyane française,1,mention
garnier-p,Paul Garnier,Senate,0,IIle-et-Vilaine,1,0,,,,2,1930; 1932,0,1,2,0,Empire (transversal),1,roster
gasconi,Gasconi,Chamber of Deputies,0,Sénégal,1,0,,,,0,,1,0,0,0,,0,mention
gasnier,Gasnier,Chamber of Deputies,0,Saint-Nazaire,1,0,,,,0,,1,0,0,0,,0,mention
gasparin,Gasparin,Chamber of Deputies,0,Réunion,1,1,,,,1,1924,1,0,0,0,,0,mention; roster
gasparin-l,Lucien Gasparin,Chamber of Deputies,0,La; Réunion,2,0,1906,1942,36,3,1930; 1932; 1936,0,1,2,0,Afrique occidentale française,1,mention; roster
gasser-j,J. Gasser,Senate,0,Oran,1,0,1881,1952,71,0,,0,0,0,0,,0,mention
gast-e,Edmond Gast,Chamber of Deputies,0,Seine-et-Oise,1,0,,,,0,,0,0,0,0,,0,mention
gaston-vidal-i,Industrielle Gaston Vidal,Chamber of Deputies,0,Allier,1,1,1919,1924,5,0,,0,0,0,0,,0,mention
gastu,Gastu,Chamber of Deputies,0,Alger,1,0,,,,0,,1,1,4,0,Afrique occidentale française; Algérie,2,mention
gastu-f-felix,François Gastu,Chamber of Deputies,0,Alger,1,0,1876,1881,5,0,,0,1,1,0,Algérie,1,mention
gaudin-de-villaine,Gaudin de Villaine,Senate,0,Manche,1,0,,,,0,,0,0,0,0,,0,mention
gaulle-p,Pierre Gaulle,Chamber of Deputies,0,Seine,1,0,,,,1,1954,0,1,3,0,Afrique occidentale française; Afrique équatoriale française; Empire (transversal),3,roster
gautherot,Gautherot,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
gautherot-g,Gustave Gautherot,Senate,0,Loire-Inférieure,1,1,,,,1,1936,0,1,1,0,Indochine,1,mention; roster
gauthier,Gauthier,Senate,0,Aude,1,0,,,,0,,1,1,9,0,Afrique équatoriale française; Algérie; Empire (transversal); Indochine; Maroc,5,mention
gauvin,Gauvin,Senate,0,Loir-et-Cher,1,0,,,,3,1924; 1930; 1932,1,0,0,0,,0,roster
gauvin-e,GAUVIN E,Senate,0,Loir-et-Cher,1,0,,,,0,,0,0,0,0,,0,mention
gavazzi-l,Louis Gavazzi,Senate,0,,0,0,,,,0,,0,1,1,0,Tunisie,1,mention
gavini-j,Jacques Gavini,Chamber of Deputies,0,Corse,1,0,,,,1,1954,0,0,0,0,,0,roster
gegauff-s,Sébastien Gegauff,Senate,0,Haut-Rhin,1,0,1920,1935,15,3,1924; 1930; 1932,0,0,0,0,,0,roster
geisidoerfer-m,Michel Geisidoerfer,Chamber of Deputies,0,Côtes-du-Nord,1,0,,,,0,,0,0,0,0,,0,mention
geistdoerfer-m,Michel Geistdoerfer,Chamber of Deputies,0,Côtes-du-Nord,1,0,,,,0,,0,0,0,0,,0,mention
genet,Genet,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
gentin-f,Fernand Gentin,Chamber of Deputies,0,Aude,1,0,,,,1,1936,0,0,0,0,,0,roster
geo-gerald,Géo-Gérald,Chamber of Deputies,0,Charente,1,0,,,,1,1924,1,0,0,0,,0,roster
geo-gerald-g,Georges Géo-Gérald,Chamber of Deputies,0,Charente,1,0,1901,1924,23,0,,0,0,0,0,,0,mention
george,George,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
george-b,Barthélemy George,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
georges-b,Barthélémy Georges,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Afrique équatoriale française,1,mention
georges-boussenot,[Georges] Boussenot,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
gerald-g,Geo Gerald,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
gerard-a-auguste,Albert Gérard,Senate,0,Ardennes,1,0,1903,1930,27,2,1924; 1930,0,1,3,0,Afrique équatoriale française; Empire (transversal); Empire ottoman/Turquie,3,mention; roster
gerard-f,François Gérard,Chamber of Deputies,0,Calvados,1,0,,,,2,1924; 1930,0,1,2,0,Algérie; Empire (transversal),2,mention; roster
gerard-g-georges,Gaston Gérard,Chamber of Deputies,0,Dijon,1,0,,,,0,,0,1,1,0,Maroc,1,mention
gerault-richard,Gérault-Richard,Chamber of Deputies,0,Guadeloupe,1,0,,,,0,,1,0,0,0,,0,mention
gerente,Gérente,Senate,0,Alger,1,1,,,,0,,1,0,0,0,,0,mention
germain,Germain,Senate,0,,0,0,,,,0,,1,1,9,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Tunisie,5,mention
germain-martin,Germain-Martin,Chamber of Deputies,0,Hérault,1,1,,,,2,1932; 1936,1,0,0,0,,0,mention; roster
germain-martin-l,Louis Germain-Martin,Chamber of Deputies,0,Hérault,1,0,1928,1936,8,1,1930,0,0,0,0,,0,roster
gernez-r,Raymond Gernez,Chamber of Deputies,0,Nord,1,0,,,,0,,0,0,0,0,,0,mention
gervais,Gervais,Senate,0,Seine,1,1,,,,0,,1,1,1,0,Empire (transversal),1,mention
gervais-a,A. Gervais,Chamber of Deputies; Senate,1,Seine,1,0,,,,0,,0,1,1,0,Algérie,1,mention
gerville-reache,Gerville-Réache,Chamber of Deputies,0,Guadeloupe,1,0,,,,0,,1,0,0,0,,0,mention
gevelot-j,J. Gévelot,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
gianotti-a,Antonin Gianotti,Chamber of Deputies,0,Alpes-Maritimes,1,0,1928,1932,4,3,1930; 1932; 1936,0,1,4,0,Abyssinie ou Ethiopie,1,roster
gignoux,Gignoux,Chamber of Deputies,0,Loire,1,0,1928,1932,4,2,1930; 1932,1,1,1,0,Empire (transversal),1,roster
giordan-j,Joseph Giordan,Chamber of Deputies; Senate,1,Corse,1,0,1931,1931,0,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
giordan-p,Giordan,Chamber of Deputies,0,Corse,1,0,,,,0,,1,1,2,0,Empire (transversal),1,mention
girard-r,Raoul Girard,Chamber of Deputies,0,Jura,1,0,,,,1,1936,0,0,0,0,,0,roster
giraud-h-henry,Hubert Giraud,Chamber of Deputies,0,B; Bouches-du; Bouches-du-Rhône,3,0,1919,1924,5,1,1924,0,1,6,0,Afrique occidentale française; Empire (transversal); Maroc,3,mention; roster
girod,Girod,Chamber of Deputies,0,Doubs,1,0,,,,1,1924,1,1,7,0,Afrique équatoriale française; Algérie; Empire ottoman/Turquie; Indochine; Tunisie,5,mention; roster
girod-a,Adolphe GIROD,Chamber of Deputies,0,Doubs,1,0,,,,2,1924; 1930,0,0,0,0,,0,mention; roster
girod-l,Louis Girod,Chamber of Deputies,0,Seine-et-Marne,1,0,,,,0,,0,1,1,0,Côte d'Ivoire,1,mention
giscard-d-estaing-e,Edmond Giscard d'Estaing,Chamber of Deputies,0,Cochinchine,1,0,1936,1942,6,0,,0,1,23,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Chine; Empire (transversal); Indochine; Madagascar; Maroc,8,mention
goblet-r,René Goblet,Chamber of Deputies,0,,0,0,1881,1881,0,0,,0,0,0,0,,0,mention
gobron-g,Gustave Gobron,Chamber of Deputies; Senate,1,Ardennes,1,0,1885,1911,26,0,,0,0,0,0,,0,mention
godard-j,Justin Godard,Senate,0,,0,1,,,,0,,0,1,2,0,Algérie,1,mention
godart-j,Julien Godart,Chamber of Deputies; Senate,1,Rhône,1,1,,,,1,1936,0,0,0,0,,0,mention; roster
godin,Godin,Senate,0,,0,0,,,,0,,1,1,1,0,Tunisie,1,mention
goirand-l,Léopold Goirand,Chamber of Deputies; Senate,1,Deux-Sèvres,1,0,1887,1920,33,0,,0,1,2,0,Algérie; Indochine,2,mention
gore-a,Alexandre Goré,Senate,0,Oise,1,0,,,,1,1936,0,0,0,0,,0,roster
goude,Goude,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
goude-f,F. Goude,Chamber of Deputies,0,Finistère,1,0,,,,0,,0,0,0,0,,0,mention
goujat-c,Claude Goujat,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
goujon-l,Lazare Goujon,Chamber of Deputies,0,Rhône,1,0,,,,1,1936,0,0,0,0,,0,roster
gounin,Gounin,Chamber of Deputies; Senate,1,Charente,1,0,,,,0,,1,0,0,0,,0,mention
gounin-r,René Gounin,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
gounouilhou,Gounouilhou,Chamber of Deputies,0,Gers,1,0,,,,1,1924,1,1,1,0,Maroc,1,roster
gourdeau-g,Gaston Gourdeau,Chamber of Deputies,0,Sarthe,1,0,1928,1936,8,3,1930; 1932; 1936,0,1,3,0,Afrique occidentale française; Empire (transversal),2,roster
goy-j,Jean Goy,Chamber of Deputies,0,Seine,1,0,1924,1942,18,3,1930; 1932; 1936,0,0,0,0,,0,roster
graeve-e,Eugène Graeve,Chamber of Deputies,0,Guadeloupe,1,0,1928,1936,8,3,1930; 1932; 1936,0,1,1,0,Guadeloupe et Martinique,1,mention; roster
grammont-lesparre,Grammont-Lesparre,Chamber of Deputies,0,Sarthe,1,0,1928,1932,4,2,1930; 1932,1,0,0,0,,0,roster
granet,Granet,Chamber of Deputies,0,,0,1,,,,0,,1,0,0,0,,0,mention
granet-f,Félix Granet,Chamber of Deputies,0,Bouches-du-Rhône,1,0,1881,1893,12,0,,0,1,1,0,Empire ottoman/Turquie,1,mention
gratien-a,Auguste Gratien,Chamber of Deputies,0,Seine,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,0,,0,roster
grinda-e,Édouard Grinda,Chamber of Deputies,0,Alpes-Maritimes,1,0,1919,1932,13,3,1924; 1930; 1932,0,1,1,0,Afrique équatoriale française,1,roster
grisoni-a,André Grisoni,Chamber of Deputies,0,Seine,1,0,1932,1936,4,1,1936,0,1,1,0,Maroc,1,roster
gros-l,Louis Gros,Senate,0,,0,0,,,,0,,0,1,1,0,Tunisie,1,mention
grosdidier-r,Réné Grosdidier,Senate,0,,0,0,,,,0,,0,1,1,0,Maroc,1,mention
groussau-c,Constant Groussau,Chamber of Deputies,0,Nord,1,0,1902,1936,34,3,1930; 1932; 1936,0,0,0,0,,0,roster
guastavino,Guastavino,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
guenin-de-suares-comte-d-aulan-f,"François Guénin de Suarès, comte d'Aulan",Chamber of Deputies,0,Drôme,1,0,1898,1902,4,0,,0,0,0,0,,0,mention
guernier,Guernier,Chamber of Deputies,0,,0,0,,,,0,,1,1,3,0,Afrique occidentale française; Indochine; Maroc,3,mention
guernier-c,Charles Guernier,Chamber of Deputies,0,Ille-et-Vilaine,1,1,1853,1942,89,4,1924; 1930; 1932; 1936,0,0,0,0,,0,mention; roster
guglielmo-marconi,Guglielmo-Marconi,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
guibert-d,Denis Guibert,Chamber of Deputies,0,Martinique,1,0,1898,1902,4,0,,0,0,0,0,,0,mention
guichard,Guichard,Chamber of Deputies,0,Yonne,1,0,,,,0,,1,1,3,0,Empire (transversal); Indochine; Maroc,3,mention
guieysse,Guieysse,Chamber of Deputies,0,,0,1,,,,0,,1,0,0,0,,0,mention
guieysse-p,Paul Guieysse,Chamber of Deputies,0,,0,0,,,,0,,0,1,9,0,Afrique occidentale française; Empire (transversal),2,mention
guillain,Guillain,Chamber of Deputies,0,,0,1,,,,0,,1,1,2,0,Algérie; Indochine,2,mention
guillain-f,F. Guillain,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
guillemin-e,Ernest Guillemin,Chamber of Deputies,0,Nord,1,0,1876,1885,9,0,,0,0,0,0,,0,mention
guilloteaux,Guilloteaux,Senate,0,Morbihan,1,0,,,,0,,1,0,0,0,,0,mention
guist-hau-g,Gabriel Guist'hau,Chamber of Deputies,0,Loire-Inférieure,1,0,,,,1,1924,0,0,0,0,,0,roster
guy-de-wendel,Guy de Wendel,Chamber of Deputies,0,Moselle,1,0,1919,1927,8,3,1924; 1932; 1936,0,1,6,0,Algérie; Empire (transversal); Maroc; Syrie-Liban,4,roster
guy-h,Henri Guy,Chamber of Deputies,0,Haute-Saône,1,0,1928,1932,4,2,1930; 1932,0,0,0,0,,0,roster
guy-la-chambre,Guy La Chambre,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
hachette,Hachette,Senate,0,,0,0,,,,0,,1,1,2,0,Djibouti; Maroc,2,mention
hachette-r-roger,René Hachette,Senate,0,Aisne,1,0,1891,1969,78,1,1936,0,1,1,0,Afrique occidentale française,1,mention; roster
hamani-diori,[Hamani] Diori,Chamber of Deputies,0,Niger,1,1,,,,0,,0,0,0,0,,0,mention
harent-j,Joseph Harent,Senate,0,Somme,1,0,,,,1,1936,0,0,0,0,,0,roster
harty-de-pierrebourg-o,Olivier Harty de Pierrebourg,Chamber of Deputies,0,Creuse,1,0,,,,1,1954,0,0,0,0,,0,roster
haudes-e,Ernest HAUDES,Senate,0,Marne,1,0,,,,0,,0,0,0,0,,0,mention
haudos,Haudos,Chamber of Deputies,0,Marne,1,0,,,,0,,1,0,0,0,,0,mention
haudos-e,Ernest Haudos,Chamber of Deputies; Senate,1,Marne,1,0,,,,0,,0,0,0,0,,0,mention
hauet-a,Albert Hauet,Chamber of Deputies,0,Aisne; DE,2,0,1906,1942,36,4,1924; 1930; 1932; 1936,0,1,3,0,Empire (transversal); Indochine; Maroc,3,mention; roster
haut-de-sigy-p,Pierre Haut de Sigy,Chamber of Deputies,0,Jura,1,0,1928,1932,4,2,1930; 1932,0,1,1,0,Empire (transversal),1,roster
haye-h,Henry Haye,Senate,0,Beaumont,1,1,,,,0,,0,0,0,0,,0,mention
hayez-p,Paul Hayez,Chamber of Deputies; Senate,1,Nord,1,0,1893,1898,5,3,1924; 1930; 1932,0,1,1,0,Empire (transversal),1,roster
hebrard,Hébrard,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
hebrard-j,Jacques Hébrard,Senate,0,Inde,1,1,,,,0,,0,0,0,0,,0,mention
helmer-a,Albert-Paul HELMER,Senate,0,Haut-Rhin,1,0,,,,2,1924; 1930,0,0,0,0,,0,mention; roster
helmer-p,Paul-Albert Helmer,Senate,0,Haut-Rhin; Rhin,2,0,,,,1,1924,0,1,1,0,Empire (transversal),1,mention; roster
hely-d-oissel-j,Jean Léonce Frédéric Hély d'Oissel,Chamber of Deputies,0,Seine-et-Oise,1,0,1889,1893,4,0,,0,0,0,0,,0,mention
hennessy-j,James Hennessy,Chamber of Deputies,0,Charente,1,0,1906,1932,26,3,1930; 1932; 1936,0,0,0,0,,0,roster
henri-cosnier-m,Madagascar Henri COSNIER,Chamber of Deputies,0,Indre,1,0,,,,0,,0,0,0,0,,0,mention
henri-iv-david-l,Lycée Henri IV. DAVID,Chamber of Deputies,0,Dordogne,1,1,1910,1924,14,0,,0,0,0,0,,0,mention
henri-joseph-dugue-de-la-fauconnerie,"Henri, Joseph Dugué de la Fauconnerie",Chamber of Deputies,0,Orne,1,0,1869,1881,12,0,,0,0,0,0,,0,mention
henri-lorin,[Henri] Lorin,Chamber of Deputies,0,Gironde,1,0,1919,1932,13,0,,0,0,0,0,,0,mention
henriot-p,Philippe Henriot,Chamber of Deputies,0,Gironde,1,0,,,,0,,0,0,0,0,,0,mention
henrique-duluc-l,Louis Henrique-Duluc,Chamber of Deputies,0,Inde,1,0,,,,0,,0,0,0,0,,0,mention
henrique-l,Louis Henrique,Chamber of Deputies,0,Inde,1,0,,,,0,,0,0,0,0,,0,mention
herriot-e,Édouard Herriot,Chamber of Deputies; Senate,1,Rhône,1,0,1919,1957,38,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
herve-d,Dont Hervé,Chamber of Deputies,0,Ille-et-Vilaine,1,0,1932,1932,0,0,,0,0,0,0,,0,mention
hervey,HERVEY,Senate,0,Le,1,0,,,,0,,1,1,1,0,Algérie,1,mention
hervey-m,Maurice Hervey,Senate,0,Eure,1,0,1912,1936,24,4,1924; 1930; 1932; 1936,0,1,3,1,Algérie; Indochine,2,mention; roster
hesse-a,André HESSE,Chamber of Deputies,0,Charente-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
hettier-de-boislambert-c,Claude Hettier de Boislambert,Chamber of Deputies,0,Manche,1,0,,,,1,1954,0,0,0,0,,0,roster
heuzey-c,Charles Heuzey,Chamber of Deputies,0,Château-Chinon; Mayenne; Nièvre,3,0,1910,1934,24,0,,0,1,5,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Maroc,4,mention
hirschauer,Hirschauer,Senate,0,Moselle,1,0,1920,1942,22,3,1930; 1932; 1936,1,0,0,0,,0,roster
honel,Honel,Chamber of Deputies,0,PCF,1,0,,,,0,,1,0,0,0,,0,mention
honnorat-a,André Honnorat,Chamber of Deputies; Senate,1,Basses-Alpes,1,0,1910,1921,11,3,1930; 1932; 1936,0,0,0,0,,0,roster
honnore-g,Honnoré,Senate,0,Meuse,1,0,1879,1886,7,0,,1,1,2,0,Afrique occidentale française; Maroc,2,mention
horie,Horie,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
hoube,Houbé,Chamber of Deputies,0,Alger,1,0,,,,0,,1,0,0,0,,0,mention
hovius-a,Auguste Hovius,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
hubbard,Hubbard,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
hubert,Hubert,Chamber of Deputies,0,,0,0,,,,0,,1,1,2,0,Afrique occidentale française; Empire (transversal),2,mention
hubert-l,Lucien Hubert,Chamber of Deputies; Senate,1,Ardennes,1,1,,,,0,,0,1,1,0,Empire (transversal),1,mention
hugues-le-roux,Hugues Le Roux,Senate,0,Seine-et-Oise,1,0,,,,0,,0,1,1,0,Algérie,1,mention
humbert-c,Charles Humbert,Senate,0,Meuse,1,0,,,,0,,0,0,0,0,,0,mention
humbert-g,Gustave Humbert,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
humbert-l,Louis Humbert,Chamber of Deputies,0,Metz,1,0,,,,0,,0,0,0,0,,0,mention
humblot-f,F. Humblot,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
hurard,Hurard,Chamber of Deputies,0,Martinique,1,1,,,,0,,1,0,0,0,,0,mention
husson-j,Jean-François Husson,Senate,0,Meurthe-et-Moselle,1,0,,,,0,,0,0,0,0,,0,mention
hymans-m,Max Hymans,Chamber of Deputies,0,Indre,1,0,,,,0,,0,1,4,0,Afrique occidentale française; Empire (transversal); Maroc,3,mention
iftikar-n,Nichant Iftikar,Senate,0,Meuse,1,0,,,,0,,0,0,0,0,,0,mention
iii-n,Napoléon III,Chamber of Deputies,0,,0,0,1854,1866,12,0,,0,0,0,0,,0,mention
inabata-k,Katsutaro Inabata,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
industrielle-c,Compagnie Industrielle,Chamber of Deputies,0,État de Santa-Catharina,1,0,,,,0,,0,0,0,0,,0,mention
inferieure-s,Seine- Inférieure,Senate,0,,0,1,1932,1942,10,0,,0,0,0,0,,0,mention
interne-des-hopitaux-de-paris-a,Ancien interne des hôpitaux de Paris,Chamber of Deputies; Senate,1,,0,0,1913,1929,16,0,,0,0,0,0,,0,mention
intervention-de-robert-thoumyre,Intervention de Robert Thoumyre,Chamber of Deputies,0,Seine-Inférieure,1,0,,,,0,,0,0,0,0,,0,mention
isaac,Isaac,Senate,0,Guadeloupe,1,0,,,,0,,1,1,3,0,Indochine; Maroc,2,mention
isaac-a,Auguste Isaac,Chamber of Deputies,0,Rhône,1,0,,,,1,1924,0,1,1,0,Afrique occidentale française,1,roster
isoard,Isoard,Chamber of Deputies,0,Forcalquier,1,0,,,,0,,1,0,0,0,,0,mention
israel-a,Alexandre Israël,Chamber of Deputies,0,,0,0,1880,1957,77,1,1924,0,0,0,1,,0,roster
j-rouillon-a,Alfredo J. Rouillon,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Empire (transversal),1,mention
jacques-duboin,[Jacques] Duboin,Chamber of Deputies,0,Haute-Saône,1,0,1919,1928,9,0,,0,1,1,0,Maroc,1,mention
jacques-hebrard,[Jacques] Hébrard,Senate,0,Corse,1,0,,,,0,,0,0,0,0,,0,mention
jacques-mathieu-damien,[Jacques Mathieu] Damien,Chamber of Deputies,0,,0,0,1902,1906,4,0,,0,0,0,0,,0,mention
jacques-palotte-e,Émile Jacques-Palotte,Chamber of Deputies; Senate,1,,0,0,1871,1876,5,0,,0,0,0,0,,0,mention
