person_id,surname,given_variants,n_companies,n_board_companies,n_observations,top_role,roles,first_year,last_year,regions,sectors,n_name_variants,name_variants,merged_keys,affiliation_notes
renateau-j-o-c-i-f,Renateau (J. O. C. I,F.-G.,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,F.-G. Renateau (J. O. C. I,renateau-j-o-c-i-f,
oume,Oumé,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Oumé,oume,
farner,Farner,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Farner,farner,
transit-j-christian,transit. J. Christian,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,transit. J. Christian,transit-j-christian,
manchester-robert-drouot-et,Manchester). Robert Drouot (et 48,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Manchester). Robert Drouot (et 48,manchester-robert-drouot-et,
marseille-pierre-hantz,Marseille). Pierre Hantz,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Marseille). Pierre Hantz,marseille-pierre-hantz,
particuliers-charles-houenou,particuliers. Charles Houénou,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,particuliers. Charles Houénou,particuliers-charles-houenou,
garagiste-jacquot,Garagiste. Jacquot,,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Garagiste. Jacquot,garagiste-jacquot,
publics-negre-t,publics. Nègre,Travaux,1,0,1,gerant,gerant:1,1931,1931,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Travaux publics. Nègre,publics-negre-t,
krook-directeurs-mm-cornelius-krook-w,Krook. -—. Directeurs: MM. Cornelius Krook,Willem,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Willem Krook. -—. Directeurs: MM. Cornelius Krook,krook-directeurs-mm-cornelius-krook-w,
jose-de-gubernatis,José de Gubernatis,,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,José de Gubernatis,jose-de-gubernatis,
eug-jonveaux,Eug. Jonveaux,,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Eug. Jonveaux,eug-jonveaux,
comi-p,Comi,Pierre,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Pierre Comi,comi-p,
j-h-vaysse-a,J.-H. Vaysse,André,1,0,1,directeur,directeur:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,André J.-H. Vaysse,j-h-vaysse-a,
kraft-m,Kraft,Marcel,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Marcel Kraft,kraft-m,
france-m-jean-poupard-e,France: M. Jean Poupard,En,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,En France: M. Jean Poupard,france-m-jean-poupard-e,
mouchene-e,Mouchène,Émile,1,0,1,secretaire,secretaire:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Émile Mouchène,mouchene-e,
lamazou-g,Lamazou,Germain,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Germain Lamazou,lamazou-g,
roullet-i,Roullet,Ivan,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Ivan Roullet,roullet-i,
barre-a-siguiri-j,Barre à Siguiri,Jean,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean Barre à Siguiri,barre-a-siguiri-j,
barthe-a,Barthe,Alexandre,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Alexandre Barthe,barthe-a,
gerbier-r,Gerbier,Rodolphe,1,0,1,gerant,gerant:1,1949,1949,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Rodolphe Gerbier,gerbier-r,
l-sellier-divers-aef,L Sellier] › divers AEF,,1,0,1,directeur,directeur:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,L Sellier] › divers AEF,l-sellier-divers-aef,ucien; sic; 00/00
barancourt-r,Barancourt,Roger,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Roger Barancourt,barancourt-r,
massard-h,Massard,Hubert,1,0,1,directeur,directeur:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Hubert Massard,massard-h,
rossi-j,Rossi,Jean,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean Rossi,rossi-j,› p. 304
foufounis-a,Foufounis,Apôtre,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Apôtre Foufounis,foufounis-a,
foufounis-c,Foufounis,Costes,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Costes Foufounis,foufounis-c,
krook-w,Krook,Willem,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Willem Krook,krook-w,
krook-c,Krook,Cornelus,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Cornelus Krook,krook-c,
napp-j,Napp,Jean-Charles,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean-Charles Napp,napp-j,
feltrin-l,Feltrin,Louis,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Louis Feltrin,feltrin-l,
cazenave-j-heudebert-r,Cazenave. J. Heudebert,René,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,René Cazenave. J. Heudebert,cazenave-j-heudebert-r,
maurel-maurel-f,Maurel. Maurel,Frédéric,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Frédéric Maurel. Maurel,maurel-maurel-f,
nahas-a,Nahas,Alexandre,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Alexandre Nahas,nahas-a,
rochette-g,Rochette,G.,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,G. Rochette,rochette-g,
caillet-m,Caillet,Marcel,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Marcel Caillet,caillet-m,
lagouthe,Lagouthe,,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Lagouthe,lagouthe,
choncair,Choncair,,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Choncair,choncair,
martayan-g,Martayan,G.,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,G. Martayan,martayan-g,
automobile-du-haut-niger,automobile du Haut Niger,,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,automobile du Haut Niger,automobile-du-haut-niger,V. notice 368
thuiller-j,Thuiller,J.,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,J. Thuiller,thuiller-j,
giromagny,Giromagny,,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Giromagny,giromagny,
passot-a,Passot,André,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,André Passot,passot-a,
druesne-g,Druesne,Gondran,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Gondran Druesne,druesne-g,
ferracci-p,Ferracci,P.,1,0,1,gerant,gerant:1,1955,1955,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,P. Ferracci,ferracci-p,
jonqua-p,Jonqua,Pierre-Ernest,1,0,1,directeur_general,directeur_general:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Pierre-Ernest Jonqua,jonqua-p,
et-rene-de-maulmin,et René de Maulmin,,1,0,1,gerant,gerant:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,et René de Maulmin,et-rene-de-maulmin,
chantiers-de-bretagne-at,Chantiers de Bretagne [+ At,,1,0,1,gerant,gerant:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Chantiers de Bretagne [+ At,chantiers-de-bretagne-at,1956/941
douala,Douala],,1,0,1,gerant,gerant:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Douala],douala,
bourdel-ateliers-a,Bourdel. Ateliers,André,1,0,1,directeur,directeur:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,André Bourdel. Ateliers,bourdel-ateliers-a,
chantiers-maritimes-de-dakar,chantiers maritimes de Dakar,,1,0,1,directeur,directeur:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,chantiers maritimes de Dakar,chantiers-maritimes-de-dakar,V. notice 350
loubet-m,Loubet,Maurice,1,0,1,gerant,gerant:1,1943,1943,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Maurice Loubet,loubet-m,/00
gaziello-c,Gaziello,C.,1,0,1,directeur,directeur:1,1953,1953,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,C. Gaziello,gaziello-c,
pinset-m,Pinset,Maurice,1,0,1,directeur_general,directeur_general:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Maurice Pinset,pinset-m,
pedehontaa-socopao-p,Pedehontâa. [SOCOPAO,Pierre,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Pierre Pedehontâa. [SOCOPAO,pedehontaa-socopao-p,› 381
chantiers-de-la-med,chantiers de la Méd,,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,chantiers de la Méd,chantiers-de-la-med,
wirth-r,Wirth,Robert,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Robert Wirth,wirth-r,insp. des Finances
bazoche-h,Bazoche,Henry,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Henry Bazoche,bazoche-h,
barre-j,Barre,Jean,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean Barre,barre-j,
philippon-m,Philippon,Maurice,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Maurice Philippon,philippon-m,0/00
betbeder-matibet-j,Betbéder-Matibet,J.,1,0,1,directeur_general,directeur_general:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,J. Betbéder-Matibet,betbeder-matibet-j,/0
dunoyer-f,Dunoyer,F. A.,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,F. A. Dunoyer,dunoyer-f,
chamoi-r,Chamoi…,Raymond,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Raymond Chamoi…,chamoi-r,
compagnon-j,Compagnon,Jean,1,0,1,directeur,directeur:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean Compagnon,compagnon-j,
barthe-saint-illiers-le-bois-a,Barthe. Saint-Illiers-le-Bois,Alexandre,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Alexandre Barthe. Saint-Illiers-le-Bois,barthe-saint-illiers-le-bois-a,Seine-et-Oise
mazuet-j,Mazuet,Jean,1,0,1,gerant,gerant:1,1963,1963,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Jean Mazuet,mazuet-j,
farner-j-christian-and-co-a,Farner. J. Christian and Co (70,Albert,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Albert Farner. J. Christian and Co (70,farner-j-christian-and-co-a,
cf-suret-canale,2](cf. Suret-Canale,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,2](cf. Suret-Canale,cf-suret-canale,
cocoteraies-de-l-atlantique,1] « Cocoteraies de l'Atlantique »,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,1] « Cocoteraies de l'Atlantique »,cocoteraies-de-l-atlantique,
million-c-f-a,million C. F. A,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,million C. F. A,million-c-f-a,
associes-r-brognaux,Associés: R. Brognaux,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Associés: R. Brognaux,associes-r-brognaux,
loury-g,Loury,G.,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,G. Loury,loury-g,
garnier-martin-cosme-h,Garnier. Martin Cosme,Henri,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Henri Garnier. Martin Cosme,garnier-martin-cosme-h,
imp-exp-durand,Imp.-exp. Durand,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Imp.-exp. Durand,imp-exp-durand,
c-gaston-negre,C.: Gaston Nègre,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,C.: Gaston Nègre,c-gaston-negre,
rigal-feliho-pierre-fourn-j,Rigal. Féliho. Pierre Fourn,J.-M.,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,J.-M. Rigal. Féliho. Pierre Fourn,rigal-feliho-pierre-fourn-j,Établ.
elevage-robert-j-foine,élevage. Robert J. Foine,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,élevage. Robert J. Foine,elevage-robert-j-foine,
agreage-fourn,agréage. Fourn,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,agréage. Fourn,agreage-fourn,Éts
cotonou-hotel-delfourne-hotel-de-la-plage,Cotonou. Hôtel Delfourne. Hôtel de la Plage,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Cotonou. Hôtel Delfourne. Hôtel de la Plage,cotonou-hotel-delfourne-hotel-de-la-plage,
hotel-rest-laurence,Hôtel-rest. Laurence,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Hôtel-rest. Laurence,hotel-rest-laurence,
chabrand-centres-divers-jacques-aka,Chabrand. CENTRES DIVERS Jacques Aka,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Chabrand. CENTRES DIVERS Jacques Aka,chabrand-centres-divers-jacques-aka,
com-e-andrieux,Com. E. Andrieux,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Com. E. Andrieux,com-e-andrieux,
lahou-roger-anglade,Lahou. Roger Anglade,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Lahou. Roger Anglade,lahou-roger-anglade,
bondoukou,Bondoukou,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Bondoukou,bondoukou,
transp-etienne-assier,Transp. Étienne Assier,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Transp. Étienne Assier,transp-etienne-assier,
com-wade-babakar,Com. Wade Babakar,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Com. Wade Babakar,com-wade-babakar,
com-emile-bastian,Com. Émile Bastian,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Com. Émile Bastian,com-emile-bastian,
buafle-pierre-billon,Buaflé. Pierre Billon,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Buaflé. Pierre Billon,buafle-pierre-billon,sic
dabakala,Dabakala,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Dabakala,dabakala,
abengourou-henri-castel,Abengourou. Henri Castel,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Abengourou. Henri Castel,abengourou-henri-castel,
mecanicien-chantiers-d-ornano,Mécanicien. Chantiers d'Ornano,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Mécanicien. Chantiers d'Ornano,mecanicien-chantiers-d-ornano,
entre-mm-a-filidori,entre: MM. A. Filidori,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,entre: MM. A. Filidori,entre-mm-a-filidori,
teysseire-f,Teysseire,F.,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,F. Teysseire,teysseire-f,
p-ducourtion,~p Ducourtion,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,~p Ducourtion,p-ducourtion,
transp-paul-ecole,Transp. Paul École,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Transp. Paul École,transp-paul-ecole,
transp-simon-escarre,Transp. Simon Escarré,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Transp. Simon Escarré,transp-simon-escarre,
kapok-voir-suret-canale,kapok [voir Suret- Canale,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,kapok [voir Suret- Canale,kapok-voir-suret-canale,
transports-raymond-favier,Transports. Raymond Favier,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Transports. Raymond Favier,transports-raymond-favier,
garagiste-ganamet,Garagiste. Ganamet,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Garagiste. Ganamet,garagiste-ganamet,
gagnoa-lucien-lacoste,Gagnoa. Lucien Lacoste,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Gagnoa. Lucien Lacoste,gagnoa-lucien-lacoste,
katiola-lafourcade,Katiola. Lafourcade,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Katiola. Lafourcade,katiola-lafourcade,
imp-exp-jean-lanette,Imp.-exp. Jean Lanette,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Imp.-exp. Jean Lanette,imp-exp-jean-lanette,
transp-laurent,transp. Laurent,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,transp. Laurent,transp-laurent,
com-lavigne,Com. Lavigne,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Com. Lavigne,com-lavigne,Anc. Établ. G.
hnp-exp-leroy-freres,hnp.-exp. Leroy frères,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,hnp.-exp. Leroy frères,hnp-exp-leroy-freres,
guiglo-g-meyer,Guiglo. G. Meyer,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Guiglo. G. Meyer,guiglo-g-meyer,
transports-olive,Transports. Olive,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Transports. Olive,transports-olive,
bonnot,Bonnot,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Bonnot,bonnot,
trabucato,Trabucato,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Trabucato,trabucato,
ferkessedougou-rene-pecourt,Ferkessédougou. René Pécourt,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Ferkessédougou. René Pécourt,ferkessedougou-rene-pecourt,
com-rene-planche,Com. René Planche,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Com. René Planche,com-rene-planche,
imp-exp-tous-produits-transports-ramez,Imp.-exp.: tous produits. Transports. Ramez,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Imp.-exp.: tous produits. Transports. Ramez,imp-exp-tous-produits-transports-ramez,
imp-exp-leon-robert,Imp.-exp. Léon Robert,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Imp.-exp. Léon Robert,imp-exp-leon-robert,
man-jean-rouget,Man. Jean Rouget,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Man. Jean Rouget,man-jean-rouget,
acajou,Acajou,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Acajou,acajou,
gt-m-robert-de-bressieux,Gt: M. Robert de Bressieux,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,Gt: M. Robert de Bressieux,gt-m-robert-de-bressieux,
contreplaques-de-la-cote-d-ivoire,contreplaqués de la Côte d'Ivoire,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,contreplaqués de la Côte d'Ivoire,contreplaques-de-la-cote-d-ivoire,SAPCI; fermée en 1952
c-adrien-chollet,C.: Adrien Chollet*°,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,C.: Adrien Chollet*°,c-adrien-chollet,
entre-mm-jean-nivet,entre MM. Jean Nivet,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,entre MM. Jean Nivet,entre-mm-jean-nivet,
gangloff-j,Gangloff,J.,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,J. Gangloff,gangloff-j,
bananes,Bananes,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Bananes,bananes,
gts-eug-lefebvre,Gts: Eug. Lefebvre,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Gts: Eug. Lefebvre,gts-eug-lefebvre,
maneah,Manéah,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Manéah,maneah,
million-fr-c-fa-bananes,million fr. C. F.A. Bananes,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,million fr. C. F.A. Bananes,million-fr-c-fa-bananes,
associes-leoncee-magnant,Associés: Léoncee Magnant*,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Associés: Léoncee Magnant*,associes-leoncee-magnant,gérant
madine,Madiné,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Madiné,madine,
dauvois-d,Dauvois,Daniel,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Daniel Dauvois,dauvois-d,
bananeraie-pous-dubreka,Bananeraie. Pous. Dubreka,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Bananeraie. Pous. Dubreka,bananeraie-pous-dubreka,
bananeraie-potier,Bananeraie. Potier,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Bananeraie. Potier,bananeraie-potier,
kindia-bananes,Kindia. —- Bananes,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Kindia. —- Bananes,kindia-bananes,
ananas-jean-prestaud,ananas. Jean Prestaud,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,ananas. Jean Prestaud,ananas-jean-prestaud,
ban-rene-proust,Ban. René Proust,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Ban. René Proust,ban-rene-proust,> 557a
farmoreah-francois-richier,Farmoréah. François Richier,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Farmoréah. François Richier,farmoreah-francois-richier,0/
friguiagbe-alphonse-robert,Friguiagbé. Alphonse Robert,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Friguiagbé. Alphonse Robert,friguiagbe-alphonse-robert,
ban-r,Ban.,Robert,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Robert Ban.,ban-r,
ballay,Ballay,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Ballay,ballay,Mamou
scierie-rocher,Scierie. Rocher,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Scierie. Rocher,scierie-rocher,
singuili,Singuili,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Singuili,singuili,Dubréka
grand-conseiller-de-l-afrique-occidentale-francais,grand conseiller de l'Afrique occidentale française,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,grand conseiller de l'Afrique occidentale française,grand-conseiller-de-l-afrique-occidentale-francais,
barbieux-e,Barbieux],Émile,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Émile Barbieux],barbieux-e,
gerbaud-h,Gerbaud,Henry,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Henry Gerbaud,gerbaud-h,
pecheries-robert-dupuy,1]. Pêcheries Robert Dupuy,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,1]. Pêcheries Robert Dupuy,pecheries-robert-dupuy,
m-bour-b-p,M'Bour (B. P. 75,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,M'Bour (B. P. 75,m-bour-b-p,
dakar,Dakar),,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Dakar),dakar,
millions-c-f-a,millions C. F. A,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,millions C. F. A,millions-c-f-a,
a-joal-pecheries-de-l-ouest-africain-p,à Joal. Pêcheries de l'Ouest-africain,Pêcherie,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Pêcherie à Joal. Pêcheries de l'Ouest-africain,a-joal-pecheries-de-l-ouest-africain-p,
