person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
hauser-e,exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Exploit. forest. afric,exploitationsforestieresafricainesgabon,prefix_exact_length,2,annotation
haussaire-c,unicomer,L'UNICOMER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Unicomer,unicomeretsreychenne,exact_single_token,2,annotation
hecker-r,thomsonhouston,Thomson-Houston,administrateur,1931,Annuaire Desfossés 1931,empire-centrale-indus-electrique-8d235e,Thomson-Houston,centraleindustrieelectrique,prefix,2,annotation
heilmann-j,bienhoaindustrielleforestiere,Biênhoà industrielle et forestière,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,Bienhoa Ind.+forest,tramwaysdonai,prefix,2,annotation
heine-g,banqueunionparisienne,Banque de l'Union Parisienne,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Bq Union parisienne,exploitationpetroles,prefix_exact_length,2,annotation
hendriks-j,president,Président,administrateur,1903,"Le Moniteur des colonies, La Côte-d’Ivoire, 1903",afrique-occidentale-miniere-afrique-occidentale-d5f34a,président,miniereafriqueoccidentale,exact_single_token,2,annotation
henrion-mcomm-cptes,frsepetrolesmaroc,Cie frse des PÉTROLES du MAROC,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie frse pétroles,petrolestotal,prefix,2,annotation
herisson-a,raffineriessucresaintlouis,Société des Raffineries de sucre de Saint-Louis,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Raffinerie de sucre de St-Louis,stlouisraffineriesucre,prefix,2,annotation
heudebert-m,jheudebert,J. Heudebert et Cie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Heudebert,alimentessentielch,exact_single_token,2,annotation
heurteau,penarroya,Peñarroya,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-francaise-mines-maroc-abb0ad,Peñarroya,minesmaroc,exact_single_token,2,annotation
heurteau-c,penarroya,Peñarroya,administrateur,1912,"L’Écho des mines et de la métallurgie, 4 janvier 1912",inde-indochine-etudes-minieres-indo-chine-701e90,Peñarroya,etudesminieresindochine,exact_single_token,2,annotation
hoche-l,radioorient,Radio-Orient,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Radio-Orient,radioorientbeyrouthliban,prefix_exact_length,2,annotation
hottinguer-baron-rodolphe,djebeldjerissa,Société du Djebel-Djerissa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Djebel-Djerissa,djebeldjerissatunisie,prefix_exact_length,2,annotation
houilles,etshenrylepautemesnilroiseineoise,Ets Henry-Lepaute à Mesnil-le-Roi (Seine-et-Oise),administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-djebel-lorbeus-5b28b2,Seine-et-Oise,minieredjebellorbeus,prefix,2,annotation
huet-robert-ing-p-ch-ep-marie-chanove,francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fse mat. ch. fer,materielchfer,prefix,2,annotation
huge-m-secr-gen-acb,ancetablissementsjosephparis,Anc. Établissements Joseph Paris,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Anc. Éts Joseph Paris,ancetsjosephparisnanteschantenay,prefix_exact_length,2,annotation
hydro-electrique-francaise,nordafricaineparticipations,Société Nord-africaine de Participations,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nord-Afr. de particip,nordafricaineparticipation,prefix_exact_length,2,annotation
hymans-m,gletransatl,Cie gle Transatl,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie gén. transatl,transatlantique,exact_single_token,2,annotation
isaac-de-camondo,banqueparispaysbasparibas,Banque de Paris et des Pays-Bas (Paribas),administrateur,,,proche-orient-nationale-empire-ottoman-07a70a,Banque de Paris et des Pays-Bas,nationalecommerceindustrieagriculturedansempireottoman,prefix,2,annotation
j-allard,vieillemontagne,Vieille Montagne,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",afrique-du-nord-ann-indus-1938-maroc-992aca,Vieille-Montagne,minieremaroc,prefix_exact_length,2,annotation
jacob-i,parisfrance,Paris-France,administrateur,1922,"Les Assemblées générales, 1922",empire-magasins-modernes-4b5207,Paris-France,magasinsmodernesfilialecommunenouvellesgaleriesparisfrance,prefix_exact_length,2,annotation
jacobs-g,alfred,Alfred & Cie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-djebels-slata-hameima-4241a6,Alfred,belgeminesdjebelslatadjebelhameima,exact_single_token,2,annotation
japhet-e,uniontropicaleplantations,Union tropicale de plantations,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Un. tropic. plant,uniontropicaleplantationscoteivoire,prefix_exact_length,2,annotation
jaquet-a,banquepopulaire,Banque populaire,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Bq Pop,caissecentralebanquespopulaires,prefix_exact_length,2,annotation
jequier-h,lafarge,Lafarge,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Lafarge,lafargeteilchauxcimentsusinecouronne,exact_single_token,2,annotation
join-lambert-f,agencesmaritimeshenrylesage,Agences maritimes Henry Lesage,administrateur,1951,"AEC 1951, p. 420",afrique-occidentale-commerciale-agricole-guinee-a7cd72,Agences maritimes Lesage,commercialeagricoleguinee,prefix,2,annotation
josse-a-adrien,banquefrseafriqueequat,Banque frse de l'Afrique équat,administrateur,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c,Bq frse Afr. équat,auxiliaireafricainedeveloppementcommerceindustrie,prefix,2,annotation
jouannais-c,exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Exploit. forest. afr,exploitationsforestieresafricainesgabon,prefix_exact_length,2,annotation
jouannais-c,forestieresanghaoubangui,Compagnie Forestière Sangha-Oubangui,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Forest. Sangha-Oubangui,sanghaoubanguiforest,prefix_exact_length,2,annotation
joubert-p,indochinoiseconstructionselectriquesmecaniques,Société indochinoise de constructions électriques et mécaniques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Indoch. élect,indochinoiseelectricite,prefix,2,annotation
jourdanne-a,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-tunisienne-magasins-generaux-a31f50,Créd. fonc. Alg. Tun,tunisiennemagasinsgenerauxentrepots,prefix_exact_length,2,annotation
jullien-armand,fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ferm. ch. fer tunis,tunisiensfermierechfer,prefix,2,annotation
justin-bezancon-p,fermiereetablissementthermalvichy,Société fermière de l'Établissement thermal de Vichy,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ét. Therm. Vichy,thermalvichy,prefix,2,annotation
kahn,optorg,Optorg,administrateur,1920,"L'Information financière, économique et politique, 24 juin 1920",madagascar-et-djibouti-commerciale-abyssinie-1a265f,Optorg,commercialeabyssinie,exact_single_token,2,annotation
karcher-leon,plantationsreuniesmimot,des Plantations réunies de Mimot,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Plant. réunies Mimot,indochinoiseplantationsreuniesmimot,prefix_exact_length,2,annotation
keller-g,comptoirproduitsafricains,Comptoir des Produits africains,administrateur,1951,Annuaire des entreprises coloniales,afrique-occidentale-aec-1951-aof-togo-9a864d,Compt. prod. afr,banqueafriqueoccidentale,prefix,2,annotation
kreiss-p,brasseriesmeuse1966fusionavecchampigneullesdans,Brasseries de la Meuse 1966 : fusion avec Champigneulles dans,administrateur,1953,"Pau, 1879-Paris, 1953",afrique-occidentale-aec-1951-aof-togo-9a864d,Brasserie Meuse,comptoirproduitsafricains,prefix,2,annotation
labatut-c,fevrecarrieresscieriesbourgogne,FËVRE et Cie. Carrières et Scieries de Bourgogne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Carr. et sc. de F,carrieresscieriesfrance,prefix,2,annotation
labouchere-philippefils-dedouard,unionvie,L'Union-Vie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Union-Vie,unionvie1829,prefix_exact_length,2,annotation
lacaze,amiral,L'Amiral,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,empire-cie-navigation-fraissinet-e2f891,Amiral,marseillaisenavigationvapeurfraissinet,exact_single_token,2,annotation
lafon-gabriel,ouenza,Société de l'Ouenza,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ouenza,ouenzaalgerie,exact_single_token,2,annotation
lagasse-de-locht-v,electricitealep,Électricité d'Alep,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Élec. d’Alep,electricitealepliban,prefix_exact_length,2,annotation
lallier-du-coudray-presid,banqueindustrielleafriquenord,Banque industrielle de l'Afrique du Nord,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Bq indus. de l'Af. du Nord,francimex,prefix,2,annotation
laloux-h,plantationscaoutchoucsumatra,Société des Plantations de caoutchouc de Sumatra,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Caout. Sumatra,plantcaoutsumatra,prefix,2,annotation
laloux-h,plantationscaoutchouctapanoelie,Plantations de caoutchouc de Tapanoelie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Plant. caout. Tapanoelie,plantcaouttapanoeliesumatra,prefix,2,annotation
lamarche,alfred,Alfred & Cie,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-societe-de-nebida-e9d122,Alfred,nebida,exact_single_token,2,annotation
lambert-h,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
langendorff-g,floquet,Floquet,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Floquet,etsfloquetcourbevoiesegmentspistonschemisespiecesdetacheesautomobiles,exact_single_token,2,annotation
langlois-berthelot-d,papeteriesnavarre,PAPETERIES NAVARRE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Pap. Navarre,papeteriesnavarremoulinpapaultiteuilselonma1952unalimufa,prefix,2,annotation
langlois-p-pierre,saintgobain,Compagnie de Saint-Gobain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,St-Gobain,stgobainchaunycireyusinetonnaychte,prefix_exact_length,2,annotation
langrogne-e,salrem,"Salrem, puis Salrep",administrateur,1938,Annuaire industriel 1938,antilles-guyane-mines-de-huaron-b888b1,Salrem-Salrep,mineshuaron,prefix,2,annotation
lapp-r,pilter,Pilter,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Th. Pilter,piltermaisonthmachinesagricolesetc,exact_single_token,2,annotation
larche-g,importationboisexotiques,Société d'Importation de bois exotiques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. d’import. de bois exotiques,importboisexotiquessibe,prefix,2,annotation
lasserre,creditmarocain,Crédit marocain,administrateur,1963,"Doc af., 1963",afrique-occidentale-aec-1951-aof-togo-9a864d,Créd. maroc,nationaletravauxpublics,prefix_exact_length,2,annotation
latapie-a,assurancesunion,Cie D'ASSURANCES L'UNION,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ass. L’Union,unionvie1829,prefix_exact_length,2,annotation
laubel-g,nationalenavigation,Compagnie Nationale de Navigation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nationale de navig,nationalenavigationcnnjuillet1986repriseparfrsetransp,prefix,2,annotation
launay,petersen,Petersen,administrateur,1949,"J. O. R. F., 4 janvier 1949, p. 218",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Petersen,industrielleagricoletabaccolonial,exact_single_token,2,annotation
launay-j,petersen,Petersen,administrateur,1953,"Pau, 1879-Paris, 1953",afrique-occidentale-aec-1951-aof-togo-9a864d,Petersen,futsmetalliquesouestafricain,exact_single_token,2,annotation
laurent,theodore,Cie. L. Théodore,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-societe-de-l-ouenza-2a67c0,Théodore,ouenza,exact_single_token,2,annotation
laveau-f,parisfrance,Paris-France,administrateur,1922,"Les Assemblées générales, 1922",empire-magasins-modernes-4b5207,Paris-France,magasinsmodernesfilialecommunenouvellesgaleriesparisfrance,prefix_exact_length,2,annotation
le-comte-baguenault-de-puchesse,president,Président,administrateur,1903,"Le Moniteur des colonies, « La Côte-d’Ivoire », 1903",afrique-occidentale-mines-et-placers-biano-f6f486,président,minesorplacersbiano,exact_single_token,2,annotation
leal-l,nationalenavigation,Compagnie Nationale de Navigation,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nationale de navig,nationalenavigationcnnjuillet1986repriseparfrsetransp,prefix,2,annotation
lebon-a-andre,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1922,Annuaire des entreprises coloniales,empire-generale-colonies-1920-1958-e06dd2,Crédit fonc. Alg.-Tunis,colonies,prefix_exact_length,2,annotation
lebon-r-roger,minesdjebelsalrhef,Société des Mines du Djebel-Salrhef,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines du Dj. Salrhef,minesdjebelsalrhefmaroc,prefix_exact_length,2,annotation
lebon-r-roger,unionbanquesparisubp,Union des banques de Paris (UBP),administrateur,1952,"Vie financière ???, 4 septembre 1952",afrique-du-nord-aec-1951-maroc-0655fe,Union des banques de Paris,caissepretsimmobiliersmaroc,prefix,2,annotation
leclere-g,cheminsfertramwaysvargard,Société des Chemins de fer et tramways du Var et du Gard,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ch. fer et tram. du Var et du Gard,chfertramwaysvargardtramwaystoulon,prefix,2,annotation
lecluse-e,francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Franco-belge de matériel de ch. de fer,francobelgematerielchferraismesracheteeparherlicq,prefix,2,annotation
ledoux-p,penarroya,Peñarroya,administrateur,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-rarbou-et-sakamody-6021ee,Peñarroya,minesrarbousakamody,exact_single_token,2,annotation
lefebvre-a,usinephoconseilsurveillance,Usine à La-Pho. Conseil de surveillance,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,conseil surv,lainiereroubaixfilatureprouvost,prefix,2,annotation
lefol-lucien-ing-genie-maritime,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
leger-m,charbonnagesbeeringen,Charbonnages de Beeringen,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Beeringen,charbonnbeeringenb,prefix,2,annotation
legoux-g,fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ferm. ch. fer tunis,tunisiensfermierechfer,prefix,2,annotation
legrand-a-albert,omniumindustrielimmobiliercommercial,"Omnium industriel, immobilier et commercial",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,"Omnium indus., immob. et comm",omniumindustrielimmobiliercommercialoiic,prefix_exact_length,2,annotation
legrand-girarde-e,gal,Le Gal,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,empire-entrep-industrielles-minieres-06f400,Général,entreprisesindustriellesminieres,exact_single_token,2,annotation
lehideux-p,orosdiback,Orosdi-Back,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Orosdi-Back,etsorosdiback,prefix_exact_length,2,annotation
lejay-j,exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Exploit. forest. afric,exploitationsforestieresafricainesgabon,prefix_exact_length,2,annotation
lelievre-g,hutchinson,Hutchinson,administrateur,1907,"L’Écho des mines et de la métallurgie, 26 septembre 1907",afrique-occidentale-mines-haute-guinee-fe20d6,Hutchinson,mineshauteguinee,exact_single_token,2,annotation
lem-g,banquefrance,Banque de France,administrateur,1922,Annuaire des entreprises coloniales,madagascar-et-djibouti-aec-1922-madagascar-1deb0e,Bq de France,comptoirnationalescompteparis,prefix_exact_length,2,annotation
lemoine,minieretonkin,Société minière du Tonkin,administrateur,1922,Annuaire général de l’Indochine française 1922,inde-indochine-miniere-de-thanh-moi-b97341,Soc. minière du Tonkin,minierethanmoiouminierethanhmoilangcai,prefix_exact_length,2,annotation
lenormand-a,charbonnagesalongdongdang,Société française des Charbonnages d’Along et Dong-Dang,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Along et Dong-Dang,charbonnalongdongdang,prefix,2,annotation
lenormand-e,marmaro,Marmaro,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Marmaro,marmarodj,exact_single_token,2,annotation
lenormand-p,phosphatesconstantine,Compagnie des Phosphates de Constantine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Phos. Constantine,phosphatesconstantinekouifprestebessafuturecomiphos,prefix_exact_length,2,annotation
leroux-e,explosifs,Société générale d'explosifs,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Gén. d’explosifs,explosifscheddites,exact_single_token,2,annotation
lestorgey-de-boulongne-h,produitschimiquesterresrares,Société de Produits chimiques des terres rares,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Prod. chim. des Terres rares,terresraresproduitschimiquesimmobvaugouin,prefix,2,annotation
letondot-c,banqueunionparisienne,Banque de l'Union Parisienne,administrateur,1942,"Le Temps, 23 octobre 1942",inde-indochine-asiatique-de-navigation-fe9eb5,Bq Union parisienne,asiatiquenavigation,prefix_exact_length,2,annotation
leullier-a,explosifs,Société générale d'explosifs,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Gén. d’explosifs,explosifscheddites,exact_single_token,2,annotation
leveille-f,parisfrance,Paris-France,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Paris-France,parisfrancedamesfranceangoulemecognacrochellepoitiers,prefix_exact_length,2,annotation
levy-finger-r,industriellefranceetranger,Générale industrielle pour la France et l’étranger (Cie),administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie gén. ind. France+étr,indusfranceetr,prefix,2,annotation
levy-j-jean,financiereexploitationsindustrielles,Société Financière d'exploitations industrielles,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soc. financ. d’exploit. indus,financexploitindusgoudchauxabs1960parnord,prefix,2,annotation
linckenheyl-g,jheudebert,J. Heudebert et Cie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Heudebert,alimentessentielch,exact_single_token,2,annotation
lion-p,schneider,Schneider,administrateur,1969,"Troyes, 1912-Marseille, 1969",afrique-du-nord-aec-1951-maroc-0655fe,Schneider,minieretichka,exact_single_token,2,annotation
lippens,president,Président,administrateur,1934,"Neuilly, 26 septembre 1874-Paris, 10 mai 1934",afrique-occidentale-syndicat-ouest-africain-03051c,président,syndicatouestafricain,exact_single_token,2,annotation
lippens-h,president,Président,administrateur,1934,"Neuilly, 26 septembre 1874-Paris, 10 mai 1934",afrique-occidentale-miniere-du-sanwi-87280f,président,minieresanwicoteivoire,exact_single_token,2,annotation
locquin-r,minesproduitschimiques,Société de Mines et de produits chimiques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines et prod. chim,minesproduitschimiquesminesfermayornesaintandrebullymaltot,prefix_exact_length,2,annotation
loir-m,president,Président,administrateur,1903,"Le Moniteur des colonies, « La Côte-d’Ivoire », 1903",afrique-occidentale-mines-d-or-indenie-9146a1,président,minesorindenie,exact_single_token,2,annotation
loiseau-i,fermiereetablissementthermalvichy,Société fermière de l'Établissement thermal de Vichy,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Ét. Therm. Vichy,thermalvichy,prefix,2,annotation
loisy-x,colonies,Compagnie Générale des colonies,administrateur,1929,"Les Cahiers coloniaux, 8 juillet 1929",inde-indochine-ch-fer-sud-indochine-b20476,Cie gén. colonies,cheminfersudindochine,exact_single_token,2,annotation
lormand-c,jheudebert,J. Heudebert et Cie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Heudebert,alimentessentielch,exact_single_token,2,annotation
lorraine-et-de-louvroil-monbard-aulnoye-futur-vall,cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie des ch. de fer de l’Indochine et du Yunnan,indochineyunnanchfer,prefix_exact_length,2,annotation
lorthiois,optorg,Optorg,administrateur,1920,"L'Information financière, économique et politique, 24 juin 1920",madagascar-et-djibouti-commerciale-abyssinie-1a265f,Optorg,commercialeabyssinie,exact_single_token,2,annotation
lorthiois-j,ancetablissementsjosephparis,Anc. Établissements Joseph Paris,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Anc. Éts Joseph Paris,ancetsjosephparisnanteschantenay,prefix_exact_length,2,annotation
lossier-h,soliditit,Soliditit français,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Soliditit,solidititfrssofra,exact_single_token,2,annotation
loubet-l,ltclens,LTC Lens (anc. Éts Gaillard-Stévenard),administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Éts Gaillard,etscaillard,prefix,2,annotation
lourneco-de-almeida-castelo-branco-j,ancetablissementsjosephparis,Anc. Établissements Joseph Paris,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Anc. Éts Joseph Paris,ancetsjosephparisnanteschantenay,prefix_exact_length,2,annotation
lovenbach-j,saintgobain,Compagnie de Saint-Gobain,administrateur,1923,"Le Ciment, décembre 1923",inde-indochine-verreries-d-extr-orient-ff77d3,Saint-Gobain,verreriesextremeorient,prefix_exact_length,2,annotation
loye-g,commercialeindustriellemidi,Compagnie commerciale et industrielle du Midi,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Comm.+ind. Midi,cofiba,prefix,2,annotation
lupo-l,dalmatienne,La Dalmatienne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Dalmatienne,dalmatiennefrseforceshydroelectriquesdalmatiejulessurmont,exact_single_token,2,annotation
luret-e,banqueetatmaroc,Banque d'État du Maroc,administrateur,1922,"AEC 1922, p. 521",afrique-du-nord-huileries-du-maghreb-374261,Bq d'État du Maroc,huileriesmaghreb,prefix,2,annotation
lussato-m,pilter,Pilter,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Th. Pilter,piltermaisonthmachinesagricolesetc,exact_single_token,2,annotation
lussato-v,pilter,Pilter,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Th. Pilter,piltermaisonthmachinesagricolesetc,exact_single_token,2,annotation
lyard-f,lyardmonopoleexportationssel,Lyard et le monopole des exportations de sel,administrateur,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb,monopole d'exportation du sel,exportationextremeorient,prefix,2,annotation
m-guerlet,alfred,Alfred & Cie,administrateur,1924,"Le Journal général de l’Algérie et de la Tunisie, 15 mai 1924",afrique-du-nord-el-djezair-immeubles-561785,Alfred,eldjezairimmeubles,exact_single_token,2,annotation
m-lambert-ribot,alfred,Alfred & Cie,administrateur,1929,"Le Courrier, 28 mars 1929",inde-indochine-ufidoi-23b330,Alfred,unionfinanciereindustrielledeveloppementoutillageindochinois,exact_single_token,2,annotation
macquinghem-r,charbonnagesalongdongdang,Société française des Charbonnages d’Along et Dong-Dang,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Charb. Along et Dong-Dang,charbonnalongdongdang,prefix,2,annotation
madagascar,marseillaisemadagascar,Compagnie Marseillaise de Madagascar,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Marseillaise de Madag,marseillaisemadagascarbesson,prefix_exact_length,2,annotation
maire-a,cherifiennecolonisation,Compagnie Chérifienne de colonisation,administrateur,1913,"L’Écho des mines et de la métallurgie, 23 octobre 1913",afrique-du-nord-aec-1922-maroc-ba808c,Chérif. de colonisation,ifriquia,prefix,2,annotation
mallein-j,djebeldjerissa,Société du Djebel-Djerissa,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Djebel-Djerissa,djebeldjerissatunisie,prefix_exact_length,2,annotation
mallet-baron-jean-pierre-fils-de-jacques-et-de-jac,radioorient,Radio-Orient,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Radio-Orient,radioorientbeyrouthliban,prefix_exact_length,2,annotation
malvezzi-g,dalmatienne,La Dalmatienne,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Dalmatienne,dalmatiennefrseforceshydroelectriquesdalmatiejulessurmont,exact_single_token,2,annotation
manley-bendall,savana,« Savana »,administrateur,1958,"Espalion, Ardèche, 1880-Paris, 1958",afrique-occidentale-aec-1951-aof-togo-9a864d,Savana,golfeguinee,exact_single_token,2,annotation
marie-ayant-epouse-henri-de-wendel,hydroenergie,L’Hydro-Énergie,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Hydro-Énergie,hydroenergiegardybonvoisingazistanbul,prefix_exact_length,2,annotation
marque-p,creditfoncierbresil,du Crédit foncier du Brésil,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Créd. fonc. Brésil,creditfoncierbresilameriquesud,prefix_exact_length,2,annotation
martin-r-rene,creditfonciersantafe,Crédit foncier de Santa-Fé,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Santa-Fé,santafefinfrse,prefix,2,annotation
masson-r,michelin,Michelin,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Michelin,michelinmanufpneum,exact_single_token,2,annotation
